snippet_key,hook,explanation
293,"Which day commemorates the Buddha’s birth, enlightenment and parinirvana (death)?","For much of the Buddhist world, Vesak, also called Buddha Day, Visakha Puja, or Wesak, is the most important day of the year. The name Vesak is derived from the name of the month in the Indian calendar, today called Vaisakha. The holiday falls on a full moon and can take place anytime from late April through early June on the Gregorian calendar, with Buddhist countries celebrating on different days. Vesak is also called Buddha Purnima (“full moon celebration”) or Buddha Jayanti. By the 1950s, many Asian countries celebrated International Vesak Day, and in 1999 the United Nations recognized it as an international holiday._x000D_ _x000D_ The picture is from Ajanta Caves._x000D_ _x000D_ Picture Credit: S. R. Ramanujam"
294,Which Indian State derives its name from Buddhist architecture?,"Viharas were Buddhist monasteries where monks lived. Chaityas were prayer halls. Stupas were monuments that housed a relic of Buddha – his mortal remains or objects used by him. The largest and most well known viharas in India were in present day Bihar – Nalanda, Vikramshila and Odantapuri. Bihar is derived from the word Vihara, though there is no evidence of when the transition happened. Incidentally, all the three monasteries named above were destroyed by Bakhtiyar Khilji._x000D_ _x000D_ The picture is from Vikramshila in Bihar._x000D_ _x000D_ Picture Credit: Bihar Tourism"
319,Gurgaon is now called Gurugram (Guru’s Village). Which legendary Guru is it named after?,"As per Mahabharata, King Dhritarashtra gifted the region of modern-day Gurugram to Dronacharya. It was a token of the King’s gratitude to the respected teacher for taking on the task of training the Kuru princes in the art of warfare. Dronacharya opened his school in the village, eventually settling here. Thus, the place was called ‘guru ka gaon’ meaning the teacher’s village. Over time, the name got shortened to Gurgaon, and in 2016, it was officially renamed Gurugram by the Haryana government._x000D_ _x000D_ Source: https://www.amarchitrakatha.com/mythologies/how-gurgaon-got-its-name/_x000D_ _x000D_ Picture Credit: The Quint"
320,Chanakya wrote Artha Shastra. He is credited with mentoring one of the greatest emperors of India. Who is it?,"Chanakya mentored Chandragupta Maurya in 4th century BC. With the wisdom and strategy of his mentor, Chandragupta Maurya destroyed the Nanda Dynasty, defeated Alexander the Great and the Greeks and established the Maurya Empire. Even though there is a dispute if Chandragupta Maurya and Alexander ever met at all, he defeated his general Selucus Nicator and also conquered territories that were under Alexander._x000D_ _x000D_ The famous 1977 Telegu film Chanakya-Chandragupta brought together doyens of South Indian cinema such as NT Rama Rao, Akkineni Nageswara Rao and Shivaji Ganeshan._x000D_ _x000D_ Source: Various_x000D_ _x000D_ Picture Credit: Tunes Desibantu"
321,The Pashupatas are considered as one the earliest Shaivaite sects. The Pashupatas considered their founder Lakulisha as a form of Shiva. Which famous monument in Mumbai houses a sculpture of Lakulisha?,"Pashupatas are mentioned in the Mahabharata and flourished from atleast the 2nd century BCE. Their preceptor is said to be Lakulisha. He lived in Gujarat and introduced Hatha Yoga and Tantra in his philosophy._x000D_ _x000D_ As per Puranas, Shiva indicated that he would enter a dead body and incarnate himself as Lakulin (or Nakulin or Lakulisha, lakula meaning “club”). Pashupata Shaivism was popular in Gujarat, Rajasthan and the Konkan._x000D_ _x000D_ The great Shiva temple at Elephanta was excavated during the 6th century, Kalachuri period. The large sculpture panel depicting Lakulisha in a contemplative posture is situated on the left of the north entrance. The photo shown is this sculpture._x000D_ _x000D_ Source: British Library Online_x000D_ _x000D_ Picture Credit: Wikimedia Commons"
322,"It was the 8th century CE. Two philosophers were about to enter into a debate. The only scholar deemed worthy to be the referee was Ubhaya Bharati, a woman. The loser of the debate was her husband Mandana Mishra. Which Guru won the debate and then bestowed several honours on the loser?","Mandana Mishra was a great contemporary of Adi Shankaracharya and was initially renowned for his Mimanska philosophy. He indulged in an eight day debate with Shankara on the merits of Mimanska and Advaita. Only Mandana Mishra’s wife, Ubhaya Bharati was considered scholarly enough to act as referee. Mandana Mishra, though loser of the debate, was appointed the first head of the Sringeri math established by Shankara._x000D_ _x000D_ Source: https://sringeri.net/jagadgurus/sri-sureshwaracharya_x000D_ _x000D_ Picture Credit: Dharmic Path, Twitter"
323,A prominent South Indian community sees the 12th century social reformer Basaveshwara or Basava as their Guru. Which community is it?,"Basava, (12th century, South India), was a Hindu religious reformer, teacher, theologian, and administrator of the royal treasury of the Kalachuri-dynasty king Bijjala I (reigned 1156–67). His poetry to Shiva as “lord of the meeting rivers” earned him a place at the front rank of Kannada literature and the literature of Hindu devotion (bhakti). His life and doctrines were recorded in the Basava-purana, written by Bhima Kavi (14th century) in the Kannada language. Basava opposed caste & jati distinctions, child marriage and ill treatment of widows. In these areas, he anticipated the Hindu social reform movements of the 19th century by several centuries._x000D_ _x000D_ Source: https://www.britannica.com/biography/Basava_x000D_ _x000D_ Picture Credit: Karnataka Tourism"
324,Chaitanya Mahaprabhu established a tradition in 15th century which has been taken forward by this contemporary movement. Which is it?,"Chaitanya Mahaprabhu appeared as a devotee of Krishna in Bengal in the late fifteenth century. He introduced sankirtan, widespread congregational chanting of the Supreme Person’s names, as the most effective means by which anyone can achieve spiritual perfection. At the age of 24, he renounced the world and traveled all over India to preach his ideas. His disciples have made great contribution to restoring Vrindavan as a place of Krishna pilgrimage. The International Society for Krishna Consciousness, ISKCON, popularly known as Hare Rama Hare Krishna movement, is a continuation of Chaitanya Mahaprabhu’s sankirtan movement. Sri Prabhupada, the founder of ISCKON, is considered a representative of Chaitanya Mahaprabhu by his followers._x000D_ _x000D_ Source: https://iskconberkeley.us/who-is-lord-chaitanya/_x000D_ _x000D_ Picture Credit: ISKCON Desire Tree"
325,Vallabhacharya established this great temple in Rajasthan in 15th century. The Ambani family are great devotees of this temple. Which temple is this?,"Vallabhacharya, ( 1479 - 1531 CE), founded the devotional sect Pushtimarg ( “way of flourishing”). Born to a Telugu Brahman family, Vallabha made Mathura his centre of his activities. He undertook several pilgrimages throughout India, propagating his doctrine of bhakti (devotion) to god Krishna. It was near Mathura, at the foot of Mount Govardhana, that Vallabha discovered the central devotional object of the sect, the deity of Krishna called Shri-Nathaji. While in flight from the Mughals, the chariot carrying the deity broke down at Nathdwara, where it was given protection by the local Rajput chief. Pushtimarg has lot of adherents in Gujarat even today_x000D_ _x000D_ Source: https://www.britannica.com/topic/Shri-Nathaji_x000D_ _x000D_ Picture Credit: Business Today"
326,Vidyaranya Swami was as influential a Guru as Chanakya. He helped establish a legendary kingdom in South India. Which is this?,"Vidyaranya helped establish the Vijayanagara Empire sometime in 1336, and served as a mentor and guide to three generations of kings who ruled over it. Harihara and Bukka were two Kannada Hoysala Dynasty Army Chiefs. After the Kakatiyas were defeated by Muslim sultans, the brothers were forced to convert to Islam. Vidyaranya identified them, reconverted them back and asked them to identify a place to establish a Hindu empire._x000D_ _x000D_ Vidyaranya or Mādhavācharya, was the jagadguru of the Sringeri Sharada Peetham in the late 14th century CE. Madhavacharya is known as the author of the Sarvadarśanasaṅgraha, a compendium of different philosophical schools of Hindu philosophy._x000D_ _x000D_ The sketch is that of the brothers with Vidyaranya._x000D_ _x000D_ Source: https://commons.wikimedia.org/wiki/File:Harihara_and_Bukka_meeting_Vidyaranya.jpg_x000D_ _x000D_ Picture Credit: Amar Chitra Katha"
327,"Which Rajput queen is said to be the disciple of the 15th century saint Ravidas, who was born in a community considered untouchable at the time?","Ravidas, also called Raidas, a mystic and a poet, was one of the most renowned of the saints of the North Indian bhakti movement. He was born in Varanasi as a member of an untouchable leather-working caste, and his poems and songs often revolve around his low social position. His hymns are included in the Guru Granth Sahib of the Sikhs. His teachings make him a figure of pride in the contemporary Dalit movement._x000D_ _x000D_ Mirabai was married to the crown prince of the royal family of Mewar in the early 16th century CE. After the deaths of her husband and father, she became a mystic, toured the country and wrote some of the finest Bhakti poetry. Popular lore regards her as a disciple of Ravidas after she met him in Kashi. Scholars are divided, some detect the influence of Ravidas in her work while others contend that she followed the saguna ( with form) bhakti while Ravidas favored Nirguna (formless Bhakti)._x000D_ _x000D_ Source: https://www.speakingtree.in/blog/mirabais-mystical-experiences-and-about-her-guru-ravidas_x000D_ _x000D_ Picture Credit: Speakingtree.in"
328,"Chatrapati Shivaji had many influences in his life, but his mother is considered his Guru. Name her.","Babasaheb Purandare, the celebrated historian, was once asked what made Shivaji Maharaj special. He replied, “he had a mother like Jijabai”. Jijau as she is fondly called in Maharashtra, is as much of an inspiration as her great son._x000D_ _x000D_ Source: https://swarajyamag.com/magazine/mother-guru-how-jijabai-helped-her-son-achieve-his-dream-of-hindavi-swarajya_x000D_ _x000D_ Picture Credit: Wikimedia Commons"
329,Who was the Guru of Swami Vivekananda?,"Sri Ramakrishna Paramhansa (19th century) was a yogi who translated complex spiritual concepts in an easily intelligible manner. Born in a simple Bengali rural family in 1836, he explored the Divine as defined by every path and religion. His most prominent disciple Swami Vivekananda carried on his teachings and philosophy to the world through Ramakrishna Mission. In essence, his teachings were as traditional as ancient sages, yet he remains contemporary._x000D_ _x000D_ Source: https://www.culturalindia.net/reformers/ramakrishna-paramhansa.html_x000D_ _x000D_ Picture Credit: Wikimedia Commons"
330,Narayana Guru inspired the reforms that have made his state a leader in social justice in the last hundred years. Which state did he belong to?,"Sree Narayana Guru (1856 –1928) was a saint, philosopher, spiritual leader, and a social reformer from Kerala, India. Born in the Ezhava community, considered low on the social scale, he paved the way for social reform and change in India. So great was his influence that he attracted some of the greatest thinkers, philosophers, and fellow social reformers of his time, including Mahatma Gandhi, Rabindranath Tagore, and many others._x000D_ _x000D_ His three key teachings are: One in Kind, One in Faith, One in God, is Man; Whichever be the religion of a man, it suffices if it makes a better man; Acts that one performs for the sake of oneself should also aim for the good of others._x000D_ _x000D_ Source: https://sreenarayanamission.org/about-us/about-sree-narayana-guru/_x000D_ _x000D_ Picture Credit: Amar Chitra Katha"
425,Which Guru’s birthplace and place of passing away are both in Pakistan?,"Guru Nanak, the founder of Sikhism, was born in 1469 CE in the village Rai Bhoi di Talvandi. It is about 90 km west of Lahore. It has been renamed as Nankana Sahib in his honour. A Gurudwara was built there around 1600 CE and was renovated by Maharaja Ranjit Singh in 1819-20. Guru Nanak travelled across India and returned to Punjab by 1520. He witnessed the attacks of Babur, the first Mughal emperor. He spent his remaining years till he passed away in 1538 CE in Kartarpur, on the Indo-Pak border. Two Gurudwaras mark his stay - Dera Baba Nanak in India is where he meditated and Kartarpur Sahib in Pakistan where he breathed his last. A visa free Kartarpur corridor enables Indians to visit Kartarpur. Source: Britannica Picture Credit: The Wikimedia image is of Gurudwara Nankana Sahib."
426,"Which Guru compiled the first version of the Sikh holy book, Guru Granth Sahib?","Adi Granth (First Book) is the sacred scripture of the Sikhs. It has 6000 hymns. The first version of the book was compiled by the 5th Sikh Guru, Arjan, at Amritsar in 1604 CE. He collected the hymns of the first three Gurus, added his own compositions as also those of many other great saints of the country. In 1704 CE, the 10th and last Guru, Gobind Singh, added some more hymns._x000D_ _x000D_ The book starts with the Mul Mantra (“Basic Prayer”), which is a declaration of the nature of God as Truth, followed by the Japji (“Recital”), the most important Sikh scripture, written by Guru Nanak, the first Guru. The hymns are arranged according to the musical modes (ragas) in which they are to be sung._x000D_ _x000D_ Source: “Sikh Shrines in India”, GS Randhir; Britannica._x000D_ _x000D_ Picture Credit: SikhWiki image is the last page of the Granth Sahib at first floor of Harmandir Sahib in Amritsar."
427,Which Mughal emperor executed Guru Arjan Dev?,"Guru Arjan Dev (1563-1606 CE) profoundly shaped Sikhism. He compiled the Adi Granth, completed construction of the Golden Temple and stabilized the masand (tax) system of administering the community._x000D_ _x000D_ In 1605 CE, Jahangir ascended the Mughal throne. His son Khusrau rebelled against him. The Guru’s detractors spread rumours that he had blessed or supported Khusrau. He was taken before Jahāngīr, who fined him and either asked him to convert to Islam or eliminate sections of the Adi Granth deemed objectionable. Guru Arjan refused and was tortured and executed by drowning. Some say he died during torture._x000D_ _x000D_ His martyrdom made the Sikhs more militaristic and sowed the seeds of a prolonged Sikh-Mughal conflict._x000D_ _x000D_ Source: Britannica_x000D_ _x000D_ Picture Credit: Sikhwiki image of Baba Buddha placing a tikka (a mark of distinction) on the forehead of Guru Arjan Dev, pronouncing him the fifth Guru"
428,The sixth Guru Hargobind built the supreme seat of Sikh religious authority. What is it called?,"Akal Takht is adjacent to the Harmandir Saheb at the Golden Temple in Amritsar. Guru Sri Hargobind constructed the Akal Takht in 1609. The place where the Takht stands was a playground of the Guru. As Guru, he himself sat there and held a court of justice, redressing grievances of the Sikhs. Thus, the Hukumnama (order of justice) issued by the Jathedar of Akal Takht is binding on all Sikhs. Source: “Sikh Shrines in India”, GS Randhir. Picture Credit: The picture of Akal Takht is from Wikimedia Commons (Amarpreet Singh)."
429,The second Guru Angad established a tradition that is intimately associated with Gurudwaras. What is it?,Guru Angad (1504 – 52 CE) is credited with organizing the Sikh sangat. The first organized meeting of the community (sangat) took place at his family home at Taran Taran in Punjab. It is now marked by the Gurudwara Mal Akhara. Its name reflects the emphasis Guru Angad placed on physical fitness. He standardized the Gurumukhi script of the Punjabi language so that the discourses could be available to the common man in the sangat. He started the langar tradition to foster a feeling of oneness in the sangat. Source: Britannica Picture Credit: The picture of Gurudwar Mal Akhara is from Sikhwiki.
430,"Guru Amardas and Guru Ramdas, 3rd and 4th Gurus, built a structure in the Golden Temple Complex that gives the holy city of Amritsar its name. What was it?",The land that is now Amritsar was donated to the Gurus by their followers. Guru Amardas chalked out a plan to excavate a sarovar (Amrit Sarovar shortened to Amritsar). Guru Ramdas executed this plan under the supervision of Baba Budha ji. Later the fifth Guru Arjan built the Sri Harmandir Sahib (the main shrine in the Golden Temple) in the sarovar to have a focal pilgrimage centre for Sikhs – ‘ath sath tirath’. The design of Sri Harmandir sahib was personally made by Guru Arjan. Darshani Deori (main gate) and Har ki Paure (Holy Steps) are part of Sri Harmandir. Source: GoldenTempleAmritsar.org Picture Credit: Wikimedia Commons
431,"Which Guru stayed at the “bangla” of Raja Jai Singh of Amber, which then became the famous Bangla Sahib Gurudwara in Delhi?","The eighth Guru Harkrishan stayed at Gurudwara Bangla sahib in Delhi. Guru Harkrishan was appointed as the eight Guru by his predecessor, Guru Har Rai. His elder brother disputed the succession and approached Emperor Aurangzeb to intercede. Guru Harkrishan came to Delhi to meet the emperor and stayed here._x000D_ _x000D_ Mirza Raja Jai Singh of Amber (Jaipur) made his stay comfortable and the Guru took the opportunity to serve the people of Delhi who were facing an epidemic of cholera & small pox._x000D_ _x000D_ Source: “Sikh Shrines in India”, GS Randhir._x000D_ _x000D_ Picture Credit: Wikimedia Commons, Nimit Nigam"
432,The seventh Guru Har Rai excommunicated his elder son. What was the reason?,"Guru Har Rai (1630-1661CE) became the seventh Guru at age 14. Inspite of his age, he was an inspiring military leader following the footsteps of his grandfather, the sixth Guru Hargobind. He strove to maintain friendly relations with the Mughals. He once possibly helped cure Dara Shikoh from poisoning._x000D_ _x000D_ Aurangzeb became the Emperor after defeating Dara Shikoh. Aurangzeb summoned the Guru to explain his friendship with the defeated prince. The Guru sent his son Ram Rai to the new emperor._x000D_ Aurangzeb questioned Ram Rai about a line in the Adi Granth, deeming it against Islam. To appease the emperor, Ram Rai offered to amend the line. When the Guru came to know of this, he excommunicated his son. He then named his younger son Har Kishan as the next Guru._x000D_ _x000D_ Source: Britannica_x000D_ _x000D_ Picture Credit: Wikimedia Commons"
433,The martyrdom of ninth Guru Tegh Bahadur is told by the Gurudwaras of Sisganj and Rakabganj. What do Sis and Rakab refer to?,"Guru Tegh Bahadur was executed on the orders of Emperor Aurangzeb in 1675. He paid the price for espousing the cause of the freedom of worship of Kashmiri Pandits. He was executed at Chandni Chowk in Delhi at a place marked by Gurudwara Sis Ganj, ‘sis’ means head. His followers escaped with his severed head to Anandpur Sahib in Punjab under great danger._x000D_ _x000D_ His headless body was secretly carried by Lakhi Shah and his son to their house in Delhi to avoid any desecration. They burned down their house to cremate the Guru. Gurudwara Rakabganj (‘rakab’ colloquially means body and in Persian it refers to stirrup of a horse) stands at this spot, very close to Parliament house._x000D_ _x000D_ The Sikh General Baghel Singh captured Delhi in 1783CE and forced the weak Emperor Shah Alam to allow him to build small shrines at the two locations. These were expanded later in the 20th cent CE after multiple legal disputes with local Muslims were settled._x000D_ _x000D_ Source: SikhWiki_x000D_ _x000D_ Picture Credit: The picture of Gurudwara Sisganj from Flickr (dan Be)"
434,Which Guru's compositions are called Dasam Granth?,"The tenth Guru Gobind Singh was a saint, leader, soldier & scholar/poet – a rare combination. He wrote many books in Punjabi, Persian & Hindi. Guru's literary works were of the highest philosophical and poetical quality. His poetry shows a mastery of the musical metre._x000D_ _x000D_ Dasam Granth is the name given to the compositions of Guru Gobind Singh. These compositions were lost when the Guru vacated Anandgarh. They were later gathered and reproduced by his companion and disciple Bhai Mani Singh who also filled in some of the gaps._x000D_ _x000D_ Dasam Granth includes Jap (similar to Vishnu Sahasranama), Akal Ustat, Gyan Prabodh and Bachittar Natak. It is semi autobiographical with ruminations on Guru's past lives._x000D_ _x000D_ Dasam Granth also delves into avatars of Vishnu, Brahma, Rudra and Chandi Charitra (from Markandeya Purana). Some question the authenticity of authorship of these parts._x000D_ _x000D_ Source: Gurudwara Gazette, SGPC_x000D_ _x000D_ Picture Credit: Dasam Granth at British Library, Wikimedia Commons"
249,Mahavira is a Conqueror or a Jina. Whom did he conquer?,"Jina is known as the one who conquers inner enemies like anger, greed, passion, ego etc. Ancient Indian, Greek and Chinese traditions advocated that it was braver for a man to conquer his desires than his enemies and that the hardest victory is over the self. The followers of the Jina are called Jains. The picture is of Kundalpur near Nalanda in Bihar. It is believed to be the birthplace of Mahavira though two other sites also have the same claim. Picture Credit: Ramanujam SR"
250,Tirthankaras are synonymous with Jainism. They are spiritual teachers of Dharma. How many Tirthankaras does the Jain tradition record?,"Mahavira was the 24th and final Tirthankara of Jainism. He is tentatively dated to have been born in 599 BCE and achieved nirvana in 527CE, about 50 years before the birth of Buddha. The 23rd Tirthankara, Parsvanatha is supposed to have lived 250 years before Mahavira. The first Tirthankara, Rsabhanatha, Rishabhanatha or Vrsabha finds repeated mention in the Rig Veda. Some scholars suggest that the meditative posture depicted in Harappan seals is very similar to that practiced by Jain ascetics. The picture is that of Tirthankaras from Karkala in Karnataka. Source: “Jaina Shrines in India,” OP Tandon Britannica.com Picture Credit: Ramanujam SR"
251,What does the word ‘Tirthankara’ mean?,"Tirthankara means a saviour who has succeeded in fording or crossing over life’s streams of rebirths. He has made a path for others to follow. You may note that Hindus also call their sacred places as Tirthas. The word Tirtha (pilgrimage) is used in a similar sense. Visiting a Tirtha helps in winning over the cycle of birth and death. The picture is that of Parsvanatha, the 23rd Tirthankara. Source: “India : A Sacred Geography,” Diana Eck Picture Credit: Ramanujam SR"
252,Bahubali deity in Karnataka (Sravanabelagola near Hassan) is described as a ‘sermon in stone.’ A famous emperor renounced his kingdom and retired to this area until his death. Who is it?,"Chandragupta founded the Mauryan empire in the wake of Alexander’s invasion in late 4th century BCE, under the guidance of Chanakya / Kautilya. Chandragupta is ascribed with strong leanings towards Jainism. Megasthenes refers to the presence of Sramanas (Jain ascetics) at his court. He is said to have renounced his throne and accompanied the Jain saint Bhadrabahu to South India during a famine. Legend suggests that he died by practicing a fast._x000D_ _x000D_ A group of Jain temples called Chandragupta basadi at Chandragiri hill in Sravanabelagola, Karnataka commemorate his association with the place._x000D_ _x000D_ The Bahubali, (also known as Gomatesvara) deity at Sravanabelagola in Karnataka is 57 feet high. It is considered as the tallest monolith deity in the world. It is more than a 1000 years old. Every 12 years, in one of the greatest Jain rites, the entire deity is bathed in curd, milk and ghee._x000D_ _x000D_ Source: “Jaina Shrines in India,” OP Tandon_x000D_ _x000D_ Picture Credit: Ramanujam SR"
253,The first epigraphic evidence of the word Bharatvarsha is in the inscriptions of the Jain king Kharavela. It is within modern city limits now. In which city is this?,"Hathigumpha (Elephant Cave) is in Udaygiri hills in Bhubaneswar, Odisha. The cave has an inscription that describes the biography of one of the most powerful rulers of India – King Kharavela of the Mahamegavahana family. He was a great patron of Jainism and lived in early 2nd century BCE. He avenged the historical defeat of Kalinga at the hands of Magadhan kings, notably Ashoka. He brought back the image of Jina that had been taken from Kalinga to Magadha. The 10th line of the inscription includes the phrase “Bharadavasa pathanam mahijayanam” in Prakrit. Source: “The Hathigumpha Inscription of Kaharavela and The Bhabhru Edict of Asoka,” Shashi Kant Picture Credit: Ramanujam SR"
254,"Anekantavada is a central tenet of Jainism. We all know this tenet through a famous story, though we may not know its links with Jainism. What is this story?","Translated, Anekantavada literally means “no-one-perspective-ism”; in other words, the multiplicity and relativity of views. This means the arguments espoused by the various participants in a debate all hold some validity. A complete understanding of any truth requires the consideration and acceptance of a variety of viewpoints. The story of five blind men and an elephant is mostly reckoned to be a Jain contribution. Ahimsa (non violence) and Anekantavada (many pointedness) are said to be the two basic pillars of Jain philosophical tradition. Source: https://pluralism.org/anekantavada-the-relativity-of-views Picture Credit:"
255,The first known Jain sculptures date back to the early part of 1st century CE. They were discovered at Kankali tila. This famous archeological site is in a sacred city. Which city is this?,"The Kankali Tila is in Mathura. It is the site of archeological remains of Jain temples, stupas and sculptures. The historian Meenakshi Jain writes, “The ritual culture of images developed almost simultaneously in all three traditions of Buddhism, Jainism and Hinduism, in the city of Mathura.” The earliest image from Mathura is said to be the ‘Isapur Buddha’ from 15 CE. Before this innovation at Mathura, Gods were depicted aniconically – Buddha by a chakra, Mahavira by tri-ratna, Vishnu & Shiva by saligrama & linga. Deities and human figures were made but they represented Yakshas & Nagas and not Gods. Source: “Vasudeva Krishna and Mathura,” Meenakshi Jain. Picture Credit: Biswarup Ganguly, Wikimedia Commons"
