snippet_key,hook,explanation
709,Which is the longest Parva of Mahabharata?,"Krishna advises Yudishtira to take advice from Bhishma who is awaiting death. Shanti Parva contains the advice given by Bhishma to Yudishtira. 13,000 slokas of Shanti Parva convey this episode. Anushashana Parva also conveys this episode. However the 700 slokas of Bhagavad Gita are more popular over this advice as Krishna’s teachings are practical. Krishna had lived the life that he preached. This is opposed to the theoretical knowledge of Bhishma and Yudishtira. Vishnu and Shiva Sahasranama also come in these episodes. Eventually, at the turn of Uttarayana, Ganga herself comes and takes back Bhishma with her. Ganga water is given to people at deathbed. Ganga is Trilokapavani, she will take you to all three lokas. Bhagirathi on earth, Mandakini in Akasa and Vaitarani in patala loka"
710,Who kills Arjuna temporarily?,Yudishtira performs Ashwamedha Yaga. Babruvahana is the son of Arjuna through Chitrangada. Babruvahana stops the horse of Ashwamedha Yaga as per the popular story. But in original version Arjuna comes there and fights with Babruvahana and loses. He dies and is revived by Sanjeevani mani. All Dharmic people are united in Yudishtira’s rule.
711,"How do Kunti, Gandhari and Dritarashtra die?","Kunti, Gandhari, Dritarashtra, Vidura and Sanjaya go to vanaprastha. Kunti was never able to see the welfare of her children. Kunti assumes the duty of taking care of the elder brother of her husband. Once Pandavas come to see them. They see the older people going into the forest to fetch water. Yudishtira learns that Vidura is performing nirjala Tapas. He was about to give up his life. Yudishtira stares at Vidura and the entire prana shakti comes out of Vidura’s body and enters Yudishtira. They learn that Kunti, Gandhari, Dritarashtra and Sanjaya perish in a forest fire. You may recall that many incidents of fire are a part of Mahabharata, like fire in the lac palace, Draupadi born out of fire, upapandavas perishing in fire etc."
712,What does Samba act like to tease the Rishis?,"In Dwarka, Samba wanted to poke fun at the Rishis. He took the form of a pregnant woman. His friends asked the Rishis if the child will be a boy or a girl."
713,"What curse did Samba, who acted like a pregnant woman, beget from the Rishis?","The rishis curse Samba, who acted like a pregnant woman, that a pestle will be born to him. They also cursed that his clan will fight and kill each other with the pieces of the pestle. A pestle is born to Samba. As soon as the pestle is born, Vasudeva throws it into the ocean to avoid the curse. However, the ocean throws the pestle back to the shore where the pieces grows as reed. Ominous signs were appearing in Dwarka and therefore the Yadavas come to Prabasa. They start teasing each other. They start fighting and kill each other with the reeds that were created out of the pieces of the pestle. You may recall that Gandhari had cursed Krishna that his children will also die just like Gandhari’s children had been killed."
714,Who kills Krishna?,Krishna rushes back to Dwarka and tells Vasudeva that the pandava clan is dead and he should take care of the kingdom. A white serpent (Adi Sesha) appears and swallows Balarama. Krishna was resting behind a tree. A hunter mistakes the feet of Krishna for a deer and shoots an arrow. The arrow hits the leg and Krishna dies.
715,What happens to Arjuna after Krishna?,"Dwarka is slowly swallowed by sea. Arjuna takes away everyone towards Hastinapura including the great-grandson of Krishna, Vajra. On the way robbers snatch away the belongings. Arjuna tries to fight but he is not even able to string the bow. He gets defeated by cheap robbers. This happens mainly because he is now bereft of the companionship of Krishna and Dharma had declined."
716,Who becomes the King of Indraprastha?,"Vajra, the great grandson of Krishna, is coronated as the King of Indraprastha. Arjuna’s grandson Parikshit is coronated as the King of Hastinapura."
717,Where do the Pandavas go to exit this world?,"The Pandavas start climbing up the Himalayas. This process of climbing Himalayas is called Swargaarohana. One by one everyone starts falling. First Draupadi falls as she was fond of Arjuna. Then Sahadeva falls as he thought he is very wise. Then Nakula falls as he thought he is very handsome. Then Arjuna also falls as he was super confident. Then Bheema also falls and Yudishtira tells him that it is because Bheema was a glutton. A dog had been following them all along. Yudishtira had forgotten his promise to kill himself if his brothers die. He sees Duryodhana already in heaven. He says he wants to be with his brothers and is taken to Naraka where his brothers are screaming in agony. Yama, his father tells him that Yudishtira had to get a brief taste of Naraka Darshana for misleading Drona about Ashwathama. Duryodhana also had a brief taste of heaven for the small punya he had done. Eventually Pandavas come to heaven and Duryodhana goes to Naraka. Mahabharata ends with Swargaarohana Parva."
718,The greatest lesson of Mahabharata for yourself is to give your mind to ….,"You should always give your mind to Dharma and Shanti. One should never spread hatred and jealousy like Duryodhana. Dharmic people like Pandavas went to heaven. Adharmic people fought within themselves and died. Bad people went to Narakaloka. Dharmic kings like Parikshit and Janamejaya ruled the Dharmic nation of Bharata. We should study a small part of Mahabharata everyday, any of the books like Essential Mahabharata or Rajaji or Amar Chitra Katha. Bhagavad Gita is the essence of Mahabharata. Both Ramayana and Mahabharata are staircases to heaven."
677,"What are the parvas describing the war, named after?","The parvas describing the war are named after the military leaders of the Kaurava army. Bhishma parva because Bhishma was the chief commander of the Kauravas for the first 10 days, Drona led from day 11 to 15, Karna from day 15 to 17 and Shalya on days 17 & 18."
678,Who was the commander in chief of the Pandava army?,"Drishtadyumna was the son of King Drupada of Panchala and the brother of Draupadi. They were born of the fire sacrifice of King Drupada with the aim of taking revenge on Drona who had a dispute with Drupada, both of whom were close childhood friends. Drishtadyumna lived through 18 days of war but was killed along with the sons of Draupadi (upa Pandavas) by Ashwathama on the night that the war ended. The fact that he was chosen the supreme commander of the Pandava army shows how important the alliance with Panchala was to the Pandavas."
679,What special boon did Bhishma have that made it hard for his opponents to kill him?,"There were many reasons why Bhishma was chosen the supreme commander of the Kaurava armies by Duryodhana. Bhishma had the boon of iccha maran and could choose when to die. He was the most experienced and accomplished warrior of his age. Most importantly, he was the grandfather of the Pandavas who were emotionally attached to him and Duryodhana calculated rightly, that this would distract the Pandavas when they faced him. At the start of the war, the Pandavas blew their conches and this sent tremors in the Kaurava camp. It seemed they were well set to fight. But the sight of Bhishma and other elders on the Kaurava side brought and emotional weakness onto Arjuna and he sunk into paralysis. Krishna had to revive his will to fight, do his duty and not let down his army, by delivering the immortal message of the Gita in the middle of the battlefield."
680,"Why do we think that Arjuna was in error when he refused to fight the war after seeing his elders arraigned on the Kaurava side, as the two armies lined up on the first day?","In the Gita, Krishna explains all these points to Arjuna. Arjuna was refusing to fight elders like Bhishma & Drona inspite of his duty to take care of the kingdom by ridding it of bad rulers (Kauravas) and of providing good rulers (Pandavas). Krishna himself had not cared for family relationships when he killed his maternal uncle, Kansa and his cousin, Shishupala who had become tyrants. Of course, he gave both ample opportunities to change their behaviour. He did the same with the Kauravas, giving them multiple chances to rectify their behaviour."
681,How many verses does the Gita have?,"Krishna dispelled the doubt of Arjuna in 700 verses. For this reason, Gita is considered the manual for living as doubts & indecisions are part of everyone’s everyday life."
682,"While delivering the message of Gita, Krishna shows his Godly self to Arjuna. What is it called?","Krishna shows the wrathful form of God (ugra roopa) to Arjuna. This form includes all the living and non living beings of the universe and is hence called Vishwaroopa. It was wrathful as Arjuna could see that all the Kaurava warriors were being consumed by the Vishwaroopa. Krishna wanted to convey that by siding with adharma, the Kauravas were morally dead already. Arjuna was just the instrument to achieve this (nimitta matra). In this episode, Krishna shows why he is an avatara. When the divine descends to earth for a purpose, it is called avatara. This is not to be confused with patana which means falling down."
683,Which major Kaurava warrior refused to fight under the leadership of Bhishma?,"Before the start of the war, Bhishma was rating warriors on both sides. He rated Karna as ardha-ratha (half a warrior) for not being able to keep his emotions in control. Karna felt insulted and declared that he would not fight till Bhishma was in the field. Both were wrong. Bhishma’s assessment was harsh and perhaps incorrect. In any case, as the supreme commander he should have not hurt one of his key warriors in this fashion. Karna who had sworn to follow his friend Duryodhana under all circumstances, was clearly letting him down by not fighting and handing an advantage to their adversaries."
684,"What is the fourth way to defeat enemies as part of the Upaya chatustha, besides sama, dama & danda?","Enemies can be defeated by four ways – sama (negotiations), dama (gifts or money), danda (forces) & bheda (sowing discord). Krishna used all four methods to defeat the Kauravas. He personally went to negotiate peace, he offered a good deal to Kauravas when Pandavas agreed to take few villages in compensation & he helped Pandavas prepare for war. As part of Bheda, he tried to wean Karna away to the Pandava side by telling him that he was the son of Kunti from before her marriage. If he switched sides, he would become the eldest Pandava, the undisputed king and a husband of Draupadi. Karna refused to take the bait."
685,Who was the only Kaurava brother to switch sides and fight alongside the Pandavas?,"Before the war starts, Yudhistira makes and appeal to the Kauravas to switch sides to Dharma. Only Yuyutsu obliges. Even Vikarna, who was the only Kaurava to oppose Draupadi’s humiliation in the sabha, stayed loyal to Duryodhana. Yuyutsu was a half brother of Duryodhana, being the son of Dhritrashtra from a maid. He was similar to Vidura, both were born to maids, both were loyal to Dharma and both were key advisers to their kings. Yuyutsu became a key adviser to Yudhistira after the war."
686,Which transgender warrior was instrumental in the death of Bhishma?,"Bhishma caused havoc on the first 10 days of the war. Krishna was so upset that the Pandavas were not fighting him to the best of their ability, that he rushed to kill Bhishma with a chariot wheel – he of course had sworn not to use a weapon during the war. On the 9th day, Krishna told the Pandavas that Bhisma had the boon of choosing when to die. They should ask him and he would not refuse his secret and that was the only way to remove him. Bhishma told the Pandavas that he would not fight women and on their side was Shikhandin, originally born a woman and transitioned to a man. Shikhandin was the brother/ sister of Draupadi & Drishtadyumna. He/she was the rebirth of Amba, a princess who had sworn to kill Bhishma because he had humiliated her. On the 10th day, Shikhandin faced Bhishma who put his weapons down. Arjuna then shot the grandsire and he fell."
687,Who provided an injured Bhishma with a bed of arrows?,"After Bhishma fell on the 10th day of war, he did not immediately die. He had the boon of choosing his time of death. He lived on after the end of war. He asked Arjuna to create a bed of arrows for him include a pillow called Shara-shayyaa (head -rest). He asked Arjuna to provide him water and Arjuna shot his parjanya-astra into the ground, bringing a stream of Ganga water into Bhishma’s mouth. Incidentally, the place where Bhishma had his Shara-shayyaa is commemorated as the modern town of Sirsa in Haryana. Sirsa is a linguistic variation of Shara-shayyaa."
688,"Besides Arjuna, who was the only other Pandava warrior who knew how to enter the chakravyuha (war formation) designed by Drona?","Drona took over as the supreme commander of Kaurava forces after Bhishma fell on the 10th day. He was an astute war strategist. He decided to keep Arjuna, the best Pandava warrior, away from the main battle. He constituted a special force of samasaptakas who had the task of fighting Arjuna to death. He then designed the chakravyuh on the 13th day, which could only be penetrated by Arjuna. In desperation, the Pandavas turned to Arjuna’s son Abhimanyu, who knew how to enter the chakravyuh but not how to get out. He was in his mother’s womb when Krishna was telling her about the chakravyuh. She fell asleep when he came to the portion of how to exit. The Pandavas knew this and tried to follow him into the chakravyuh to help him but were stopped. Inside, Abhimanyu fought a lone battle that has become the byword for bravery down the ages. It took seven major Kaurava warriors to kill him unfairly."
689,Whom did Arjuna hold responsible for Abhimanyu’s death and vowed to kill before sunset on the 14th day of the war?,"Jayadratha was married to Dushala, sister of Kauravas. He had been humiliated by Pandavas after he had tried to abduct Draupadi earlier. He propitiated the gods and got a boon that he would be able to defeat Pandavas other than Arjuna once. That day arrived when Abhimanyu entered the chakravyuh in the absence of Arjuna. The other Pandavas tried to follow him to give him protection but they were held off by Jayadratha. Arjuna understood that it was Jayadratha’s action which caused his son’s death. He foolishly vowed to kill Jayadratha the next day, otherwise he would enter fire. This allowed the Kauravas to arrange an elaborate mechanism to protect Jayadratha. Arjuna found the going tough. Krishna then created the illusion of sunset via an eclipse. Jayadratha triumphantly came out of his security setup. Arjuna promptly killed him. That has an interesting story too. Jayadratha’s father had done Tapasya and got the boon that whosever became responsible for causing his Jayadratha’s to fall on the ground would have his own head exploded. Arjuna thus severed Jayadratha’s in a manner that the arrow carried his head into his father’s lap. Startled, he stood up and the head fell to ground. Jayadratha’s father’s head exploded."
690,Who was the son of Krishna who was married to Duryodhana’s daughter?,"Samba was married to Lakshanakumari, daughter of Duryodhana. His son, Lakshanakumar fought with Abhimanyu on the 13th day and was killed. Samba was wayward in his ways at times. He once was imprisoned by Duryodhana. Krishna did not help Samba then as he knew that Duryodhana was right, for once."
691,Whose words were instrumental in the episode of Drona’s killing?,"Drona had an unhealthy attachment to his son, Ashwatthama. Krishna knew that he would lay down his arms if he found that his son had died. Krishna asked Bheema to kill an elephant also called Ashwatthama. He then told Yudhistira to inform Drona that Ashwatthama had died. Yudhistira told Drona that Ashwatthama ‘elephant’ had died. While he was uttering this, Krishna blew his conch Panchajanya furiously when Yudhistira used the word for elephant. It was heard as Ashwatthama had died. Drona knew that his son was a skilled warrior and hard to kill. But when he heard the news from Yudhistira whom he knew as a staunchly truthful man, he accepted it reluctantly. He laid down his weapons. Drishtadyumna, who had been born to take revenge on Drona killed the unarmed guru. Ashwatthama was enraged when he found out the sequence of events. He would extract a terrible revenge."
692,Who was the rakshasa son of Bheema who forced Karna to exhaust his divine weapon that he had intended to use on Arjuna ?,"Ghatotkacha was the son of Bheema & Hidimba who was the sister of Hidimbasura that Bheema killed during the Pandavas’ stay in the forest before their marriage. After Jayadratha’s killing on the 14th day, the war continued into the night. Being a rakshasha, Ghatotkacha was a deadly fighter in the dark. He wreaked havoc on the Kaurava forces and in panic, Duryodhana forced Karna to use his divine weapon to kill him. Unfortunately, he could use the weapon only once. In a way, Ghatotkacha saved Arjuna. As a huge rakshasa, when Ghatotkacha died he fell on a half akshauni of Kaurava soldiers and killed them. Thus, he did great service to the cause of Dharma on the Kurukshetra battlefield, inspite of being a rakshasa."
693,Who was the charioteer of Karna when he faced Arjuna in a pivotal battle on the 17th day?,"Shalya was the maternal uncle of the Pandava brothers Nakula & Sahadeva, sons of Madri. He was also one of the most senior kings of the land. That why, Duryodhana asked him to be Karna’s charioteer. Duryodhana knew that Karna had an inferiority complex for being raised in a suta(charioteer) family. He thought that making a renowned kshatriya as his charioteer would stoke Karna’s ego. Shalya was furious at this proposal. But Duryodhana calmed him down by saying that even a God like Brahma acted as charioteer for Shiva when he fought asuras in the Tripura story."
694,"What name was given to Karna by his adoptive father, Adhiratha?","Karna was born to Kunti by the grace of son god. He was born before Kunti was married. To save her image, Kunti abandoned Karna in a basket and left it on the river. The baby was found by a childless couple Radha & Adhiratha, who was Dhritrashtra’s charioteer. Karna was thus brought up in a suta family. He sometimes faced snide remarks about this. His story was somewhat similar to Krishna’s. Like Karna, Krishna was of royal blood but was abandoned by his friends and brough up in a much humbler home. He also faced many unpleasant comments. But unlike Karna, Krishna remained unaffected by these. Karna also carried a grudge against his birth mother. While one can blame Kunti for abandoning Karna, she tried her best. She filled the basket in which she had floated the infant Karna, with riches. Adhiratha found the baby along with the basket filled with riches. He named his new found son Vasusena, one who brings wealth."
719,How is Shalya related to Pandavas?,He is Madri’s elder brother and king of Madri kingdom. He is therefore uncle of Nakula-Sahadeva and also of all the Pandavas.
720,What distracted Shalya from his original goal of supporting Pandavas and changed his allegiance?,"He was coming to support Pandavas. Along the way, Duryodhana had created lavish facilities for eating and resting. Shalya was very impressed and was wondering who has created all these facilities. Duryodhana appears in front of him and says I have created all this for you. An impressed Shalya decides to change his allegiance to Kaurava. However, when he meets Pandavas later on, Bheema requests him to become the charioteer of Karna and insult Karna. This will bring down the confidence of Karna and will make it easier for Pandavas to defeat him. Shalya agrees. In effect, he would be pretending to be on the side of Kauravas, but will be supporting Pandavas."
721,Who was sent to Pandavas from the side of Kauravas for a peace treaty.,"Dritarashtra sends Sanjaya to Pandavas for a peace treaty. He was the minister for Kauravas and a charioteer. He has Divya Drishti and can narrate happenings in far off places also. By the time Sanjaya goes back, Duryodhana had got upset at Dritarashtra. He says because of your boon to Draupadi, the freedom of Pandavas was given back."
722,Who finally goes from Pandavas’ side for a peace treaty?,"Yudishtira and Bheema seek peace. Yudishtira says even if we don’t get half the kingdom, let Kauravas atleast give us five village or atleast one village. Krishna is upset that Pandavas have forgotten all the wrongdoings of Kauravas and how Draupadi had been insulted by Pandavas. Even Arjuna seeks peace."
723,Who is disappointed with compromise efforts and wants to fight Kauravas?,"Draupadi shows Krishna her unbridled hair to remind Krishna of the vow that Draupadi had taken. Draupadi tells Pandavas that they should be ashamed. She says, I have five husbands but I am as good as an orphan. She says, I will ask my older brother Drustadyumna, upapandavas and Abhimanyu to fight. Krishna tells Draupadi not to worry as Duryodhana will not agree to a peace treaty. He will nevertheless make an attempt on behalf of Pandavas."
724,What does Krishna carry with him while going for peace talks?,"Krishna fills his chariot with weapons. He does not trust Duryodhana. He may even send some people to attack Krishna on the way. Duryodhana had made a lot of lavish arrangements. Krishna goes directly to Vidura’s house and stays. Duryodhana gets insulted that Krishna has ignored Duryodhana’s arrangements and questions Krishna. In reply, Krishna says, “Where should we have our food? In a place where we are offered food with love, or in an emergency.” Vidura had true love for Krishna. Further Kunti who is Krishna’s aunt was also staying in Vidura’s house."
725,What is the final offer that Duryodhana makes to Pandavas?,"Duryodhana refuses to give up any part of the kingdom, not even the top of a needle. Krishna realizes that there is no scope for peace now. Kauravas continue to be the tree of jealousy."
726,What does Krishna equate Kauravas to?,Krishna says that the Kauravas are like a forest and the Pandavas are like lions. They protect each other. Kauravas still do not listen. He tells Kunti that there will be war and I will be charioteer.
727,What does Krishna offer to Karna?,"Krishna tells Karna that he is related to both Pandavas and Yadavas. Pandavas because they have the same mother, Kunti; and that Kunti is Yadava king Vasudeva’s sister also. He asks Karna to change sides and that once the Pandavas win, they will recognize Karna as the eldest and will make him the ruler of the kingdom. Karna will also be able to marry Draupadi. This will be unbearable for Draupadi of course but may avoid the war. This is also Dharma, as one person may sacrifice himself for the sale of the family; a family for the sake of the village; and many villages for the sake of the kingdom. Karna says Duryodhana gave me an identity and I will side with him even though he is adharmic."
728,What does Karna gain from giving up his kavacha-kundala?,"Kunti also requests Karna to change over sides. Karna refuses but promises not to kill any Pandava except Arjuna. Then Indra (Arjuna’s father) comes in the disguise of a Brahmana and takes away the ear-rings and Kavacha. Karna, in return gets Shaktyaayudha and pledges to use it against Arjuna. It is important to note that what Karna did was not donation as he made the donation in return for Shaktyaayudha."
729,Who was the commander of Pandava army?,
730,What was one of the reasons Bhishma was made the supreme commander of Kauravas?,"Shantanu gave a boon to Bhishma that he can choose the time of his death. This was since Bhishma had vowed to give up the kingdom and not to marry to ensure that his father Shantanu could marry the fisherwoman he loved. Further, Pandavas respected Bhishma and therefore will not be emotionally capable of fighting him."
731,What does Vyasa offer to give Dritarashtra?,"Vyasa comes to the court and tells Dritarashtra that this is the last time he will see his sons. He offers to give Divya Drishti so that he can see his children. Dritarashtra refuses saying he does not want to see his nephews, Pandavas, dying. He still believes Kauravas will win. Vyasa, therefore, gives Sanjaya the Divya Drishti."
663,Why did Kauravas think Virata kingdom is now weak?,Kauravas were back in Hastinapura. They got the news that Kichaka and Upakichakas have been killed. Kichaka was the brother-in-law of Virata ad the commander of Virata’s army. Kauravas now thought that the Virata kingdom is weakened. All of them thought this is a golden opportunity to capture the kingdom.
664,Who did Kauravas send to attack Virata’s kingdom?,"Kauravas sent Susharma who was the king of Trigarta. He invaded Matsya kingdom from the south and captured the cows of Virata. To rescue the cows, Virata goes along with his eldest son to Pandavas. He thinks that even though they are helping him in the household, they look like warriors and will help in a battle. All the Pandavas except Arjuna (who is in disguise as a woman) go with Virata to fight Susharma. However, Susharma wounds Virata and Virata faints. Bheema then defeats Susharma and retrieves the cows."
665,Who does Draupadi says should request Brihannala to become a charioteer?,"While Susharma was attacking from south, from the north, the Kauravas came and kidnapped the cows. The second son of Virata, Uttarakumara was approached by others and was asked to fight. Uttarakumara asked for a charioteer and said he can even beat Arjuna. Draupadi overhears this conversation and suggests to Uttarakumara that the dance teacher Brihannala (who is actually Arjuna) can be a good charioteer. Draupadi also advises that he can ask his younger sister, Uttaraa to go and request Brihannala to become the charioteer."
666,What does Uttara-kumaari (the sister) want from the battlefield?,Uttara-kumaari the sister tells Brihannala that she should bring back the garments of the soldiers slain by her brother. She wants the pieces of garments for her dolls. Brihannala also agrees that she would bring garment pieces from the battlefield.
667,Why does Brihannala want to go to the crematorium?,"As soon as Uttarakumara sees the massive Kaurava army, he panics and wants to run away. Brihannala then tells Uttarakumara that we should go to the crematorium. On top of the Sami vrksha the Pandavas had hidden their weapons. Arjuna tells Uttarakumara to pick up the Gandiva. At this point, Brihannala also reveals his identity to Uttarakumara."
668,Who recognizes from the stringing of Gandiva that Pandavas are around?,"Arjuna picks up the Gandiva and strings the arrow. Just that mere sound reverberated around the forest. Drona realized that it is Arjuna stringing the arrow and warns Kauravas. Duryodhana feels that even if it is Arjuna, it is to their advantage as Pandavas’ agyatvas would then break. Arjuna fights and defeats the Kauravas and then tells Uttarakumara to keep his identity secret from others."
669,Who is not a Maharathi in this list?,"There were six Maharathis on the side of Kauravas – Drona, Kripa, Bhishma, Duryodhana, Ashwathama, Karna. These are great warriors."
670,How does Yudishtira get hurt on the nose?,"Virata says now that we have won the battle let us celebrate. Virata asks Yudishtira (who is in disguise) to play a game of dice. Yudishtira advises that when you are excited, drunk or sad you should not play the game of dice. Virata insists and Yudishtira starts playing. At the same time they get the news that Uttarakumara is also victorious. Yudishtira says because the dance teacher was the Sarathi, his son could win the battle. Virata gets upset at this suggestion and throws the dice at Yudishtira. This is how Yudishtira’s nose starts bleeding. Draupadi collects the blood with a cloth."
671,What does Virata offer to Pandavas for the victory over Kauravas?,The Agyatavasa of the Pandavas had gotten over in another two days. When Virata comes to the darbar he sees the Pandavas seated in full royal attire. Virata is surprised that it was Pandavas who were working for him and promises any favour. He says that Uttara-kumaari should marry Arjuna who refuses since he has always considered her as his daughter and promises to marry his son to Abhimanyu.
672,Who are the Upapandavas?,"The five sons of five Pandavas from Draupadi are the upapandavas. They are prativindhya, Sutasoma, Shrutakarma, Shatanika and Shrutasena. They were Maharathis or great warriors but perish in the Kurukshetra war."
