snippet_key,hook,explanation
160,_x000D_ _x000D_ Gujarat celebrates Makar Sankranti as Uttarayan. The festivities are marked by a kite flying. This is also a popular way of celebration in another State. Which is this?,Kite flying is a very popular mode of celebration in Gujarat and Rajasthan. Both Ahmedabad and Jaipur now host an international kite festival during Sankranti._x000D_ _x000D_ Source:_x000D_ _x000D_ Picture Credit: First Sky Parenting
161,Singanpur is the location where you can find one of the earliest representations of Surya on pottery. These belong to neolothic times. In which State is Singanpur in?,"On the paintings of the rock shelters of Singanpur (Raigarh) area of Chattisgarh, there is a direct representation of the rising Sun with seven rays in the sky. There is a human figure below the rising Sun which appears to be in the posture of worship._x000D_ _x000D_ A similar representation of the half rising Sun is found in another rock painting from the same place. Scholars have tried t connect such representations with the seven horsed Sun of the Puranic tradition._x000D_ _x000D_ Source: VC Srivastava, Sun Worship in Ancient India_x000D_ J.N. Bannerjea, Development of Hindu Iconography_x000D_ _x000D_ Picture Credit: VC Srivastava"
162,_x000D_ _x000D_ The earliest human depiction of Surya occurs in Bhaja caves near Mumbai and in Bodh Gaya. To which religion can this be attributed to?,"In Bodh Gaya, Surya is seen riding on a one wheeled chariot (ekachakra) drawn by four horses. He is attended on either side by a female figure shooting an arrow. They are the earliest depiction of Usa and Prayusa personifying dawn and driving away darkness._x000D_ _x000D_ Surya is depicted in Bhaja caves as a royal figure riding in the company of two women in a chariot. Its wheels pass over grossly proportioned nude demons seeming to float downwards in the air. This is identified as Surya floating through the sky with his attendants and destroying the evil powers of darkness._x000D_ _x000D_ Both of these are dated to around 1st century BC. Prior to this, the earliest representation of the Sun God in human form is found on a pottery piece of the Mauryan period in which the diety is standing with Aruna on four horsed chariot._x000D_ _x000D_ Source: VC. Srivastava, Sun Worship in India_x000D_ _x000D_ J.N. Banerjea, Development of Hindu Iconography_x000D_ _x000D_ Picture Credit: Wikimedia Commons"
163,_x000D_ _x000D_ What does ‘makar’ in Makara Sankranti stand for?,"Capricorn of the Zodiac. The Hindu calendar divides the sky into 12 parts and each part is named after a visible star. Makar Sankranti marks the transition (Sankranti in Sanskrit) of the sun into the Capricorn zodiac (Makar)._x000D_ _x000D_ On this day, the sun is believed to begin its northward movement (uttara-ayan) in the sky and is considered auspicious. However, in reality, Uttarayan was on 22nd December in the year 2022._x000D_ _x000D_ Source:_x000D_ _x000D_ Picture Credit: Vedagayathri.com"
164,_x000D_ _x000D_ Sun worship in India is prevalent from the times of Vedas. Since when has Sankranti been celebrated? Can you guess?,"There is no definite record of when Sankranti was first celebrated. However, two events associated with Makar Sankranti help us estimate the time of its first celebration._x000D_ _x000D_ Makra Sankrati marks the transition of the sun into Makar rashi. It is also considered the day when the Sun begins its northward movement (Uttarayan). However, at present Uttarayana falls on December 21/22 and not on January 14/15 when Sankranti is celebrated. But at some point in time, the days would have coincided. After that the two days would have drifted slowly apart due to a phenomenon called Precession, which describes the slow rotation of earth's axis forming a circle, once in about 26,000 years. (please see white circle in the picture)._x000D_ _x000D_ P.V. Kane ji observes, citing Brahmana and Upanishads, that udagayana had been regarded for many centuries before christian era as an auspicious period. Later on Makarasankaranti became a sacred day when Rashi system was introduced. He concludes that Makarasankaranti's origins could not have been much older than the beginning of the the Christian era._x000D_ _x000D_ Prof Raj Vedam estimates, based on the duration of precession that Uttarayan and Makar Sankranti coincided between 400 BCE and early Christian era._x000D_ _x000D_ Such an antiquity is not unlikely since evidence of Surya worship is present from the Vedic times itself._x000D_ _x000D_ Source: Prof P.V. Kane, History of Dharmasastra_x000D_ _x000D_ Prof Raj Vedam, https://swarajyamag.com/science/when-did-we-first-celebrate-makar-sankranti_x000D_ _x000D_ Picture Credit: NASA, Mysid"
165,_x000D_ _x000D_ Tamil Nadu celebrates Makar Sankranti with a three/four day festival called Pongal. What does Pongal mean?,"Pongal is made by boiling the newly harvested rice with milk and jaggery. It literally means ‘boiling over’ symbolizing a plentiful harvest._x000D_ _x000D_ The first day of Pongal celebration is called Bhogi and marks a new beginning. People discard old possessions and burn them in bonfires. The second day is the main celebration called Thai Pongal (Thai refers to the month) dedicated to Surya. and the Pongal dish is cooked on the day. Mattu Pongal is the third day dedicated to expressing gratitude to the livestock and farm animals, especially cattle._x000D_ _x000D_ Source: Jagadisa Ayyar, South Indian Festivities_x000D_ _x000D_ Picture Credit: Tamil people celebrating Pongal on the streets of Dharavi in Mumbai. S. R. Ramanujam"
166,_x000D_ _x000D_ Sankranti is also a day for bathing in sacred waters. This photograph captures a pilgrimage to a sacred waterbody along the Ganges. Which pilgrimage is this?,"Gangasagar Mela is held at an island in the delta of River Ganga in Bengal every Makar Sankranti. It is said to be the second largest pilgrimage gathering after the Kumbh Mela._x000D_ _x000D_ It is associated with the story of Kapila muni who systematized Samkhya philosophy. In Puranic stories King Sagara’s sons falsely accused Kapila muni of stealing their sacrificial horses. Kapila muni in anger at the false accusation burnt them to ashes. Many years later, Sagara’s descendant, King Bhagirath came to Kapila muni and requested him to release his ancestors from hell. On Kapila muni’s suggestion, Bhagirath requested Ganga to come down to earth and the touch of her waters released Bhagirath’s ancestors from hell. It is believed that bathing in the Ganga at this spot on Makar Sankranti leads to salvation._x000D_ _x000D_ Source: https://www.gangasagar.in/en/about/mythologicalsignificance_x000D_ _x000D_ Picture Credit: Pallabh Seth Flickr"
167,"_x000D_ _x000D_ In this Sankranti sport Jallikattu, men engage in a contest to try and catch a running bull’s hump. They have to secure a pouch of coins hung around the bull’s horn to win the contest. In which State is this sport popular during Sankranti?","The term ‘jallikattu,' comes from Tamil terms ‘salli kaasu' meaning coins and kattu which means package tied to the horns of bulls as prize money._x000D_ _x000D_ There are references to bull-fighting practices during the Tamil classical Sangam period (400 BC–AD 200) wherein it is called Yeruthazhuvuthal (embrace the bull). An ancient reference to bull taming is found in a seal discovered at Mohenjodaro, dated 2,500 - 1,800 BC._x000D_ _x000D_ Surya has been represented as a bull in many ancient cultures along with other symbols like the rayed orb, wheel, swastika, horse and solar bird (eagle, garuda). In the Rig Veda as well Atharva Veda, sun is called a bull. The unicorn or urus bulls so profusely represented on Indus Valley seals might be the symbol of Surya as a sun disc like object with rays emanating, is found with these bulls._x000D_ _x000D_ Source: VC Srivastava, “Sun Worship in Ancient India”_x000D_ https://www.sahapedia.org/past-and-present-jallikattu-overview-0_x000D_ _x000D_ Picture Credit: Manu Manohar Flickr"
168,_x000D_ _x000D_ The Indian civilization is credited with venerating multiple aspects of Sun. One aspect of Sun worship is considered unique to Indian civilization. Which is it?,"The association of Sun with knowledge or enlightenment is considered unique to Indian civilization. The Gayatri mantra is an invocation to Savitri, one of the twelve forms of Aditya (Sun) in the Rig Veda. Savitri is the stimulating form of the Sun and came to be connected to wisdom and intelligence and became the symbol of ultimate knowledge._x000D_ _x000D_ The name Gayatri refers to the metre in which the hymn is composed. It is one of the most oft quoted hymns in Hindu literature, being referred to in the Brahmanas, Upanishads, Sutras and Puranas._x000D_ _x000D_ The knowledge function of the Sun is also referred to in the story that the great sage Yajnavalkya learnt and composed the Shukla Yajur Veda with Surya as his guru. Hanuman is called “gyan gun sagar” – the ocean of knowledge, and his guru in the Ramayana story is Surya._x000D_ _x000D_ Source: Prof Deepali Patwadkar, Indic Studies Toronto_x000D_ VC Srivastava, Sun Worship in Ancient India_x000D_ _x000D_ Picture Credit: Sunrise in Kanyakumari, S. R. Ramanujam"
169,_x000D_ _x000D_ Which great God of popular Hinduism is said to have evolved from one of the forms of Surya depicted in the Rig Veda?,"One of the most popular names of Vishnu is Narayan and sun is also referred to as Surya Narayan. The Sudarshan Chakra is believed to represent the Wheel, a depiction of Surya. Vishnu’s three steps, later immortalized in the story of Vaman avatar, refers to sunrise, noon and sunset._x000D_ _x000D_ Vishnu has been interpreted as one of the twelve aspects of Sun depicted in Rig Veda. Vishnu is associated with fertility, procreation and vegetation and hence the benefactor of humanity. It is this role that is enlarged in the Puranic age to become the preserver of the universe who comes down to earth as an avatar to help and bless humanity._x000D_ _x000D_ _x000D_ _x000D_ Source: VC Srivastava, Sun Worship in Ancient India_x000D_ J.N. Bannerjea, Development of Hindu Iconography_x000D_ _x000D_ Picture Credit: Wikicommons"
170,_x000D_ _x000D_ The Aditya Hridaya Stotram is a powerful invocation to Surya. It is set in a battlefield in one of our celebrated books. In which book will you find this Stotra?,Aditya Hridayam was recited by Sage Agastya to Lord Rama on the battlefield just before his battle with Ravana. It was meant to dispel fatigue – Hridyam stands for that which is especially nourishing and healing for the heart._x000D_ _x000D_ Source:_x000D_ _x000D_ Picture Credit: Gita Press
402,"Which territory acceded to Pakistan first, but then joined India through a referendum?","Junagadh had 80% Hindu population but a muslim ruler. Nawab Mahabat Khan of Junagadh was an easy going man. He loved his dogs so much that he would have wild celebrations when his dogs gave birth._x000D_ _x000D_ Egged on by Jinnah, Junagadh acceded to Pakistan. Patel decided to use force. The Nawab escaped with the treasury and his dogs to Karachi. His Dewan handed over the territory to India and he too left for Pakistan. A referendum was held in Junagadh along with a few other neighbouring princely States. Out of about 2 lakh voters, only 91 voted to join Pakistan._x000D_ _x000D_ The Dewan was Sir Shah Nawaz Bhutto. His son, grand daughter and grand son in law went on to be leaders of Pakistan._x000D_ _x000D_ Source: Rajmohan Gandhi, Patel – A Life._x000D_ Sandeep Bamzai, Princestan._x000D_ _x000D_ Picture: Natioal Virtual Digital Library. Celebration of Junagadh referendum resuts."
403,"The ruler of which princely state, related to Sarah Ali Khan, wanted to stay independent under British crown, and headed a group of like minded princes?","Nawab Hamidullah Khan of Bhopal argued that if Pakistan and India could be created as separate States, a third India consisting of princely States can also be created. He became the head of the Chamber of Princes and continued to argue for the right of States to stay independent. He even tried to create a corridor of princely states between Bhopal & Pakistan. He was eventually brought around by the combined persuasion of Patel and Mountbatten. After he signed the Instrument of Accession, he cordially wrote to Patel promising full co-operation. Patel too graciously remarked that the Nawab did what was right for his people. The Nawab's younger daughter married the Nawab of Patudi. Sarah Ali Khan is their great grand daughter in the line of Mansoor Ali Khan Pataudi and Saif Ali Khan. Source: V.P Menon, The Story of Integration of the Indian States. Sandeep Bamzai, Princestan. Bhopal.nic.in Picture: Wikimedia Commons- Picture of Chamber of Princes"
404,This Kingdom was one of the best run kingdoms and had made great economic and social progress. Yet it decided to stay independent. Which is it?,"Travancore was considered a well run princely State. It had an excellent maritime economy and industrial base. Both the Maharajah and the Diwan (administrative head) disliked congress leaders and communists. They also were not in favour of India's relations with Soviet Union. Perhaps due to this, they declared that Travancore will remain as an independent State. CP Ramaswami Aiyar was the Diwan. He knew that western nations would support Travancore as it had thorium deposits (to create atom bombs) which the west would like to access._x000D_ _x000D_ CP was eventually convinced by the stature and commitment of Sardar Patel and agreed to get the Instrument of Accession signed by the Maharajah. Before he could do so, an assassination attempt was made on him in Trivandrum by socialists but he survived. The Maharajah telegraphed his acceptance of the Agreement to Mountbatten. This was instrumental in convincing other rulers who were wavering._x000D_ _x000D_ Source: V.P Menon, The Story of Integration of the Indian States._x000D_ _x000D_ Manorama Online_x000D_ _x000D_ Picture: National Virtual Library, Flag of Travancore State"
405,Maharajah of Jodhpur almost joined Pakistan. What eventually swung his decision?,"Jinnah tried his level best to lure young Hanwant Singh of Jodhpur to his side. Through Jodhpur (and Indore), Jinnah wanted to create a contiguous corridor from Pakistan to Bhopal. Jinnah offered Jodhpur the free use of Karachi port, free import of arms, jurisdiction over railways and supply of grains to his famine affected state. He even pushed across a blank sheet with his signature for the Maharaja to write his own terms. Hanwant Singh was advised to hold on and consult family elders by the Maharaja of Jaisalmer. The elders convinced Hanwant Singh by asking if he was willing to fight for Pakistan in the event of war between India and Pakistan. Patel also convinced him by offering good terms – a new port in Kutch, railway connectivity at Jodhpur, large scale food assistance and permission for the royal family to continue to carry arms. Source: Sandeep Bamzai, Princestan. Picture: Wikimedia Commons. Umaid Bhawan Palace built by Hanwant Singh's father."
406,Which King reluctantly sent the signed Instrument of Accession by ordinary post?,"The princely States had to sign the Instrument of Accession with either Pakistan or India; and also a Standstill Agreement which would maintain status quo till final terms of accession were agreed on._x000D_ _x000D_ The Maharaja of Indore was very close to the Nawab of Bhopal and was working along with him to delay accession. Patel and Mountbatten got the rulers of other prominent Maratha states, notably Baroda and Kolhapur, to speak with him. The Maharaja was especially annoyed with Mountbatten as he felt that as the Viceroy and the representative of the British Crown, he should have been more favourable to him. But VP Menon, Patel’s deputy in the states ministry, used equal measures of charm and threats to get him in line._x000D_ _x000D_ Perhaps as a signal of his annoyance, the Maharajah sent the instrument of accession and the standstill agreement by ordinary post._x000D_ _x000D_ Source: Sandeep Bamzai, Princestan._x000D_ _x000D_ Picture: Wikimedia Commons, Patel with Maharajah of Indore"
407,The Maharajah of Cochin readily gave up his powers but had a simple demand. What was it?,"The Cochin Maharajah went to great lengths to co-operate with Sardar Patel and VP Menon in the accession. He agreed to visit Maharajah of Travancore to merge both the States, to assuage the ego of the larger kingdom, but younger Maharajah. His only request was that five copies of Panchangam (almanac) of Cochin Government should be supplied to him free of cost (they would have cost a few annas). Later on he would negotiate his privy purse. VP Menon observed that the Maharajah was prepared to efface himself completely in order that his people might enjoy a larger life. Source: V.P Menon, The Story of Integration of the Indian States. Picture: Natioal Virtual Digital Library., Patel with Maharajah of Cochin"
408,Sir Sadul Singh was instrumental in convincing many reluctant princes to accede to India. Which state did he rule?,"Lt Gen Sadul Singh, veteran of World War II, was a nationalistic voice in the Chamber of Princes. In April 1947, he wrote a secret note to his fellow princes titled “ The Time for Right Decision : An Appeal to the Princes.” The letter was brilliantly argued, mapping out all scenarios including the dangers of a Communist takeover. He was equally impassioned, “… the people of the (Princely) States feel equally in regard to their own Mother Country – India… We would be straining their loyalty, if we take a step considered unpatriotic by our people.” Historians consider this letter quite significant in helping the vacillating princes make up their mind._x000D_ _x000D_ Source: Sandeep Bamzai, “Princestan”_x000D_ _x000D_ Picture: National Virtual Library, Sardar with the Maharajah of Bikaner"
409,‘Operation Polo’ was the name of ‘police action’ to secure the integration of which princely state?,"Mir Osman Ali Khan, Asaf Jah VII, Nizam of Hyderabad. His territories were spread across Telangana, Maharashtra & Karnataka. He claimed a direct connection with Mughal royalty and the earliest Caliphs of Islam. The Muslim League tried its level best to secure independence for the state, even coining the term ‘Osmanistan’ for it._x000D_ _x000D_ The Nizam tried to refer the case of Hyderabad to the UN, gave a 20 crore loan to Pakistan, banned Indian currency in the territory and threatened to bomb Indian territory. The Majlis, led by Qasim Rizvi unleashed communal fury in the state through ‘Razakars,’ their foot soldiers. This hardened the stand of the Congress party and Nehru fully backed Patel when he ordered the army to move in._x000D_ _x000D_ Jinnah died on 12th Sept 1948 and knowing that Pakistan would be pre-occupied, India sent in the army. Razakars capitulated within 4 days._x000D_ _x000D_ Patel was generous after victory and allotted a handsome privy purse to the Nizam, allowing him to stay on as the titular head of state._x000D_ _x000D_ Source: Rajmohan Gandhi, Patel – A Life._x000D_ _x000D_ Picture: National Virtual Library, Hyderabad Nizam welcoming Sardar after Operation Polo."
410,"Which was the first Kingdom to sign the Instrument of Accession, the legal seal of merging with India?","Sir Pratap Singh Gaekwad of Baroda was the first ruler to actually sign the Instrument of Accession. However, the first announcement to sign the Instrument of Accession was made by the Diwan of Gwalior on behalf of the Maharajah._x000D_ _x000D_ Bikaner and Patiala were the other States that acceded to India in the very early days._x000D_ _x000D_ Source: V.P Menon, The Story of Integration of the Indian States._x000D_ _x000D_ Picture: Wikimedia Commons, Flag of Baroda State"
411,"Patel offered to provide the princes a grant from the treasury in perpetuity, to alleviate the loss of kingdom. What was it called?","In December 1947, Patel was negotiating with the roughly 40 small states of Odisha and today’s Chattisgarh. Most of them were too small. Patel conceded that it was “elementary justice that some form of quid pro quo should be conceded to them.” Patel offered the rulers a privy purse for their maintenance. It would also continue to their successors and would be in perpetuity. When the princes wanted more, he advised them to keep it reasonable as a high amount will attract attacks on the very concept. The Privy Purse was made a part of the constitution. Nevertheless, twenty years later, Mrs. Indira Gandhi found a way to abolish these purses, as part of her socialist agenda. The courts agreed with her stand. Source: Rajmohan Gandhi, Patel – A Life. Picture: National Virtual Library. Shankar Pillai cartoon depicting Sardar Patel as Pied Piper leading the princes"
378,Johannesburg - A Russian writer was the inspiration for Gandhi’s ashram in South Africa. Who was it?,"Leo Tolstoy’s book “The Kingdom of God is Within You” inspired Gandhi to formulate his idea of ‘Satyagraha’ (passive resistance). Gandhi was not successful as a lawyer in India and he moved to South Africa._x000D_ _x000D_ He started the Natal Indian Congress in 1894 to fight for the rights of Indian settlers. 1908 onwards, he launched a major agitation to protest laws which among other things derecognized traditional Indian marriages. He led a great march in 1913 that served as a template for the famous Dandi march._x000D_ _x000D_ Gandhi established the Tolstoy ashram close to Johannesberg in 1910, to coordinate the agitation and train his supporters in Satyagraha. It was funded by his German Jew friend, Herman Kallenbach, who later became a Zionist._x000D_ _x000D_ Source: Livemint, “The Gandhi You Know, and the One you Don’t.""_x000D_ _x000D_ Picture: The Wikimedia image is of Gandhi and Kasturba at Tolstoy Farm in 1912"
379,"Wardha - A great industrialist, who called himself Gandhi’s fifth son, funded the Sevagram ashram at Wardha in Maharashtra. Who was it?","On the lines of the Tolstoy Ashram of South Africa, Gandhi started his first Indian ashram at Kochrab in 1915. He took in a Dalit family in the ashram. This led to drying up of funds. He was then quietly supported by the industrialist Ambalal Sarabhai. Ironically, Gandhi would lead a workers agitation in Sarabhai’s mills but they remained friends. They moved their ashram to the banks of Sabarmati in Ahmedabad after two years on account of plague outbreak. This ashram became his home for many years._x000D_ _x000D_ In the 1930s he shifted to Sevagram near Wardha in Maharashtra. Sevagram was a model of village industries that Gandhi championed. Bajaj was intent on fighting imported clothes made from Indian raw material and collaborated with Gandhi. He even went to jail in the Quit India agitation of 1942._x000D_ _x000D_ Source: Livemint, “The Gandhi You Know, and the One you Don’t.""_x000D_ _x000D_ Picture: The Wikimedia image shows Gandhi’s residence at Sevagram."
380,Wife’s deathbed - Kasturba Gandhi spent her last days with Gandhi in his prison at the Aga Khan Palace in 1944. Where is this palace?,"Gandhi had been imprisoned at Pune after the Quit India agitation. He undertook a 21 day fast in 1943 and many of his associates did the same. The ordeal of Gandhi affected Kasturba and she suffered two heart attacks. The British allowed her to spend her last days with her husband in jail. She is supposed to have passed away with her head on his lap. They were married for 62 years._x000D_ _x000D_ He said after her death, “In the current sense of the word, she was uneducated; but to my mind she was a model of true education”._x000D_ _x000D_ The parents of Kasturba were wealthy merchants and friends with Gandhi family. They were married at a young age. Kasturba was a strong willed person and Gandhi found it hard to convince her. But she always supported him in his ventures, taking personal care of his ashrams, being a willing volunteer of his quaint theories on diet, medicine & community living and going to jail multiple times._x000D_ _x000D_ Source: Prabhash Datta, India Today, “Why Mahatma Gandhi said Kasturba stood above him”_x000D_ _x000D_ Picture: The Wikimedia image shows Gandhi and Kasturba in 1915."
381,Champaran - Gandhi’s first satyagraha in India was at Champaran. In which state is it located?,"Gandhi’s first Satyagraha in India took place at Champaran district in northern Bihar. He went there in April, 1917. Farmers were bound by law to plant three out of every twenty parts of their land with indigo under the Tinkathia system. Gandhi knew nothing of Champaran or indigo, so he did what was to become his future template. He visited villages, cross-examined 8,000 cultivators and recorded their statements. One of the volunteers was Rajendra Prasad who would go on to be the first President of free India. He came to the conclusion that the ignorance of the cultivators was one of the main reasons why it was possible for the European planters to repress them. Gandhi therefore set up voluntary organizations to improve the economic and educational conditions of the people. They opened schools and also taught the people how to improve sanitation. The awakening of the people forced the government to enact a law to regulate the cultivation, giving relief to farmers. Champaran satyagraha was where Gandhi put his ideas of Swaraj into action. Source: mkgandhi.org Picture: India Post"
382,Night of Freedom - Where was Gandhi on 15th August 1947?,"Gandhi was in Calcutta trying to secure peace between Hindus and Muslims. Gandhi was on way to Noakhali, now in Bangladesh, to shield Hindus from communal violence. While stopping at Kolkata, the Muslim League leader Suhrawardy asked him to protect the Muslims of Kolkata. Gandhi agreed provided Suhrawardy helped the Hindus of Noakhali. He stayed at Hyderi Manzil in a Muslim neighbourhood, now renamed Gandhi Bhawan. Over a span of a few weeks which included a long fast, he was able to rebuild trust and restore some semblance of peace in Bengal. Many have questioned his role whether he was soft on perpetrators of violence. But others have extolled his role. Manu Gandhi wrote a book, “The Miracle of Calcutta.” Dominique Lapierre & Larry Collins in their book “Freedom at Midnight” called him ‘a one man border force.’ He was able to keep the peace in Bengal while a 50000 strong border force struggled to do the same in Punjab. Source: www.firstpost.com Picture: The Wikimedia image shows Suhrawardy fasting with Gandhi."
