snippet_key,hook,explanation
308,This Yatra is the most protected Yatra in India due to terrorist threats. Which is it?,"The Amarnath Yatra has been repeatedly attacked by terrorists and is now guarded by over 60,000 security men with a variety of technology._x000D_ _x000D_ Amarnath is the Immortal Lord. Anantnag in Kashmir is famous for the Amarnathji cave with the ice Lingam representing Shiva. It is at a height of 13,000 feet. Two smaller ice stalagmites represent Parvati & Ganesha. Hindus believe that the lingam waxes & wanes with the moon. The traditional yatra reaches the cave every year on the Raksha Bandan Purnima day._x000D_ _x000D_ Legend has it that Shiva recounted to Parvati the secret of creation in the cave. Kalhana's Rajtarangini, a 12th century work, mentions Amarnath as a tirtha known since ancient times. Old chronicles call it Amaresbara and many Kashmiri kings including the 15th century Sultan Zain-ul-Abedin visited the cave. The origin of the pilgrimage is described in a Sanskrit book “Bringesha Samhita.” A rishi instructed his disciples to visit the cave and Shiva gifted the pilgrims a scepter for protection, that is even today known as ‘Chari (stick in Hindi) Mubarak’. A Muslim shepherd Buta Malik is also associated in some tales with the rediscovery of cave and till date some percent of donations are given to his family._x000D_ _x000D_ Source: Shri Amarnath Kashmir Yatra, Madan Mohan Sharma._x000D_ _x000D_ https://anantnag.nic.in/tourist-place/amarnath/_x000D_ _x000D_ Picture Credit: Economic Times"
309,"The famous anthropologist Irawati Karve defined the region of Maharashtra through a pilgrimage. She said, “Maharashtra: the land whose people go to __________ for pilgrimage."" Which pilgrimage was she referring to?","Every Ashadh, devotees across Maharashtra take a pilgrimage on foot to the Vithoba temple in Pandharpur. The 800-year-old tradition is called the Wari and the devotees-the Warkaris (literally 'those who do the wari'), a community in the bhakti tradition. The Wari is a distinctive part of Maharashtrian culture. Men in Gandhi caps, women with tulsi pots on their heads, saffron flags, musical instruments, bhajans, kirtans and tastefully decorated vehicles are characteristic of the Wari today._x000D_ _x000D_ The tradition is traced to Vitthala Pant. He was the father of Sant Dyaneshwar, who wrote Dyaneshwari in the 13th century - the oldest known Marathi literature that led to the flowering of Maharashtra’s renowned Sant Parampara (saint tradition). Many other saints in the 14th to 16th centuries have been known to do the wari - Namdev, Bhanudas, Eknath. In the 17th century, Sant Tukaram performed the wari with the padukas (sandals) of Sant Dyaneshwar around his neck._x000D_ _x000D_ The present system of carrying the padukhas on palkis (palanquins) was first introduced by Haibatravbaba, a courtier of the Gwalior based Scindias, in the 19th century. Under his supervision, the Wari began to resemble a military procession with elephants & horses and groupings of thousands of devotees called the Dindis._x000D_ _x000D_ Source: On the Road, A Maharashtrian Pilgrimage. Irawati Karve._x000D_ _x000D_ https://swarajyamag.com/culture/the-pandharpur-wari-the-journey-of-the-devout_x000D_ _x000D_ Picture Credit: The wonderful photographer Salonee Jain, Instagram @thesaloneejain"
310,"Which word in the English language is inspired by the annual Jagannath rath yatra at Puri, Odisha?","The Ratha Yatra of Puri is the Yatra of the deities themselves. It is celebrated in June-July. During the festival, the three deities (Jagannath, his brother Balabhadra and sister Subhadra) are pulled in three massive, wooden chariots to Gundicha Temple whereby they reside there for a week and then return to the Jagnannath temple. The grandeur of the festival impressed the British so much that they coined the term juggernaut, an anglicized form of Jagannath. It refers to an overwhelmingly powerful and unstoppable force. Rev Claudius Buchanan was the first to popularize the word in the early 1800s, though as a missionary he described the yatra as a violent and bloody cult._x000D_ _x000D_ Source: Word Origins and their Romantic Stories. Wilfred Funk._x000D_ _x000D_ blog.oup.com_x000D_ _x000D_ Picture Credit: Srijat Mishra, Rath Yatra 2023"
311,This lakeside Guruwara is one of the holiest spots of Sikhism and is accessible only through a trekking trail. Where is this?,"Hemkund is a special Gurudwara. This is the place where Guru Gobind Singh is supposed to have meditated in his earlier life. In his own words he says ""I was busy performing penance on the hills of Hemkunt where seven peaks are prominent. The place is called Sapt Shring where King Pandu had performed Yoga."" The location was identified only in 1930s. Hemkund is in the Garhwal Himalayas and adjoins the Valley of Flowers which is a very popular hiking and nature destination. Hemkund is accessible only by a steep hiking trail. The roadhead from Haridwar to Badrinath branches off towards the Hemkund hiking trail after Joshimath. Source: Sikh Shrines in India, G.S.Randhir Picture Credit: Hemkund Sahib Gurudwara, Facebook"
312,This Yatra requies an austere and arduous preparation for 41 days. Which is it?,"Thousands of black bearded, black clad men are seen everywhere in Kerala in the Yatra months. Their foreheads are smeared with Vibhuti, Kumkum and sandal paste. They are chanting “Swamiye, Saranam Ayyappa,” meaning Lord Ayyappa, I surrender to you. They are headed to Sabarimala in Kerala, situated on a hilltop. The pilgrim trail is difficult, passing through forest areas. Before starting the Yatra, the pilgrims are expected to follow an austere vratham (cleansing period) of 41 days. The vratham requires wearing only black clothes, being barefooted, bathing twice a day, abstaining from meat, tobacco and alcohol. The vratham requires austerity in language and demeanor. Pilgrims are also required to maintain celibacy. The temple doors of Sabarimala are open to everyone, irrespective of caste, creed, religion or social status. The deity being a celibate, only girls below 10 years who have not attained maturity and women who have reached menopause, can perform the Yatra. This restriction is now being litigated in the Supreme Court. The 2022 Malayalam movie Mallikapuram captures the joy of an 8-year-old girl on the Sabarimala Yatra. Source: Pilgrimage to Sabari, K.R. Vaidyanathan Picture Credit: ABP Live"
313,"The original Char Dham yatra covers the four directions of the country. Who is said to meditate at Badrinath (Uttarakhand), take bath at Rameshwaram (TN), dine at Puri (Odisha), and retire at Dwarka (Gujarat)?","The popular Char Dham Yatra is actually a chota (small) char dham yatra featuring the four Uttrakhand temples. The Original Char Dhams mark four extremes of India, Badrinath, Puri, Dwarka and Rameswaram. This yatra is very sacred and said to provide moksha (salvation). Yatris aim to do it at least once in their lifetime. Each of Dhams came into prominence in a particular Yuga. Badrinath came into prominence when Nar-Narayana, a Vishnu incarnate, did penance in a plum (badri) forest during Satya yuga. Rameshwaram came into prominence in the Treta-Yuga when Lord Rama bathed and worshipped Shiva. Dwarka Dham got its prominence in the Dwapara Yuga when Lord Krishna made Dwarka his residence instead of Mathura. Jagannath Puri Dham is famous for its chappan bhog (56 course) prasad (offering) and it is the dham for Kaliyuga (age of enjoyment). Thus, the char dhams are associated both with the four directions and the four ages of time. Source: Immotral India, J.J Dave. Anuradha Goyal’s You Tube lecture on Tirthas Picture Credit: Swarajya"
314,The Navanu yatra involves pilgrims ascending a hill 99 times. Which community takes part in this yatra?,"One of the major Jain tirtha-yatras (pilgrimages) in Gujarat is the Navanu Yatra (99 yatras), undertaken from Palitana in Bhavnagar district. From Palitana, yatris ascend Shatrunjaya Hill (altitude 580 m), considered to be tirthadhiraja (the king of all yatras), whose summit has hundreds of temples built over several centuries. The objective of the Navanu Yatra is to ascend Shatrunjaya 99 times, hence the name navanu. This is a re-enactment of the number of times Adinatha (the first Jain tirthankara) is believed to have ascended the hill. He is believed to have given his first summon under a banyan tree on the summit of the hill. Because of this association, the cynosure of Navanu Yatra is the Adishvara temple (popularly called Dadanu Derashar), where the yatra culminates. Jains believe that 23 out of 24 tirthankaras attained moksha on Shatrunjaya Hill. Source: https://www.sahapedia.org/journey-moksha-navanu-yatra-shatrunjaya-hill Picture Credit: Ankita Jain"
315,"Kashi (Benaras/ Varanasi) is famous for its ‘Panchkroshi’ pilgrimage. Panch signifies five, what does kroshi refer to?","Kashi Kshetra is delimited by an outer circle, known as Brhat Panckrosi Yatra. The area within it is believed to be the most sacred. The Yatra is believed to cover 108 sacred places (144 in some accounts). The radius of the circle is five kroshas – approx. 10 miles. The Panchkroshi pilgrimage is a five-day pilgrimage to cover this radius of five kroshas with five stops. The first historical reference to these areas was made in 7th Century Padma Purana. Source: Panchakroshi Yatra of Banares. Rana P.B. Singh. India: A Sacred Geography. Diana Eck. Picture Credit: Rana P.B. Singh"
316,This is the longest Yatra in India. This river is circumambulated from source to sea and back. Which river is this?,"The sacred Narmada River, the lifeline of Central India, is worshipped as Narmada maiyya (mother) or Ma Rewa (derived from “rev” meaning leaping one). Being the longest west-flowing river, the Narmada parikrama is a formidable spiritual exercise and challenge—an incredible journey of about 2,600 km. The journey usually starts at the river’s source at Amarkantak in the Maikal Hills in Madhya Pradesh, goes along its southern banks, all the way to its mouth at Bharuch in Gujarat. The pilgrims then cross over to the northern bank and trace the trail back to the source of Narmada. Pilgrims can, however, start from the mouth of the river, or anywhere in-between, but they must complete the circuit and return where they began. Source: Immotral India, J.J Dave. https://www.outlookindia.com/traveller/mp/inspire-me/culture/narmada-parikrama-great-circumambulation/ Picture Credit: Backpackers and Travellers India, Facebook"
317,The annual Kanwar yatra is a big pilgrimage for Shiva devotees in North India. Thousands of men carry Ganga Jal to their hometown. What does ‘kanwar’ mean?,"‘Kanwar’ is a single pole made of bamboo with two containers filled with holy water dangling from the opposite ends._x000D_ _x000D_ Kanwar Yatra is an annual pilgrimage of devotees of Lord Shiva, also known as ‘Kavad.’ They carry the waters of Ganga from Sultanganj in Bihar to Devghar Jyotirling in Jharkhand. They walk or run barefooted for the 105 kms of this Yatra. Some even prostrate the entire distance. Nowadays the Yatra also takes place from Haridwar, Gaumukh, Gangotri in Uttarakhand back to the Shiv temple in their respective hometowns. Many complete the Yatra in motorcycles too._x000D_ _x000D_ The journey is usually undertaken in the monsoon month of Shravana (between July and August). The kanwarias generally wear distinct saffron-coloured robes and chant ‘Bol Bam’ to glorify Shiva._x000D_ _x000D_ Source: Walking With Pilgrims. Ruma Bose._x000D_ _x000D_ https://indianexpress.com/article/lifestyle/life-style/route-religious-significance-kanwar-yatra-7997871/_x000D_ _x000D_ Picture Credit: The Quint"
318,Sankranti is also a day for bathing in sacred waters. This photograph captures a pilgrimage to a sacred waterbody for a Sankaranti bath. Which pilgrimage is this?,"Gangasagar Mela is held at an island in the delta of River Ganga in Bengal every Makar Sankranti. It is said to be the second largest pilgrimage gathering after the Kumbh Mela. It is associated with the story of Kapila muni who systematized Samkhya philosophy. In Puranic stories King Sagara’s sons falsely accused Kapila muni of stealing their sacrificial horses. Kapila muni in anger at the false accusation burnt them to ashes. Many years later, Sagara’s descendant, King Bhagirath came to Kapila muni and requested him to release his ancestors from hell. On Kapila muni’s suggestion, Bhagirath requested Ganga to come down to earth and the touch of her waters released Bhagirath’s ancestors from hell. It is believed that bathing in the Ganga at this spot on Makar Sankranti leads to salvation. Source: River of Moksha, Pilgrimages along the Ganga. Swami Kailashanand Giri https://www.gangasagar.in/en/about/mythologicalsignificance Picture Credit: Avishek Das Flickr"
390,"Sati immolated herself at Kankhal, leading to the creation of the Shakti Peetha tradition. Where is Kankhal?","According to the Puranas, Sati immolated herself during a Yagna when her husband, Shiva, was insulted by her father. This act enraged Shiva, and in his grief and anger, he carried her body across the country in a destructive dance. To calm Shiva, Vishnu was requested to intervene. Vishnu gradually dismembered Sati's body, and these different parts fell at various places, which became known as Shakti Peethas. Kankhal is near the famous pilgrimage center of Haridwar._x000D_ _x000D_ Picture Credit: Ramanujam SR"
391,Which Shakti Peetha is regarded as the greatest and is one of the 4 Adi Peethas according to various texts?,"Kamakhya in Assam is considered one of the greatest Shakti Peethas and is mentioned as one of the four Adi Shakti Peethas representing the cardinal directions. The Buddhist text Hevajra Tantra and Kalika Purana both attest to its significance. Kamakhya defines the land of Kamarupa, where the Goddess is believed to reside in every household._x000D_ _x000D_ The temple has a unique tradition of closing for three days during the monsoons, symbolizing the menstrual period of the Goddess. Kamakhya is also linked to the concept of birth. Situated on the Nilanchal hill overlooking the mighty Brahmaputra River, the area around Kamakhya temple is undergoing development, much like the Kashi Vishwanath corridor._x000D_ _x000D_ Source: DC Sircar, The Shakta Pithas_x000D_ _x000D_ Picture Credit: Ramanujam SR"
392,"Shakti, known as Mahisharuramardini, took residence in this ancient Peetha after defeating Mahisha. Where is this Peetha located?","Situated near Mirzapur in Uttar Pradesh, Vindhyachala overlooks the holy Ganga river. Shakti, also known as Mahisharuramardini, settled here after slaying Mahisha._x000D_ _x000D_ Vindhyachala is home to three main temples dedicated to different manifestations of Devi: Vindyavasini, Kalo Khoh, and Ashtabhuja. Pilgrims often embark on the Trikon Parikrama, a sacred journey, visiting these three Devi temples._x000D_ _x000D_ The Devi Mahatmya, an ancient text, references the Great Goddess who vanquished Mahisha and reveals her various appearances, including her eventual manifestation as the Goddess of Vindhya._x000D_ _x000D_ The region around the Vindhyachala temple has a rich history of Devi worship. Baghor, located approximately 100 kilometers away, bears evidence of Devi worship dating back 11,000 years. You can read about Baghor in IndiYatra’s Navaratri 2022 quiz. https://indiyatra.in/devi-a-quiz/ _x000D_ _x000D_ Source: Inditales.com_x000D_ Vindyachalmandir.com_x000D_ _x000D_ Picture Credit: Government of UP"
393,"This south Indian city derives its name from Mahisha, whom Devi vanquished. What is the name of this city?","The city named after Mahisha, the demon whom Devi defeated, is Mysore. The name ""Mysuru"" is a variation of ""mysooru,"" which is derived from ""mahishur"" or ""Mahishasurana Ooru"" in Kannada, meaning the town of Mahishasura. According to the Puranic story found in the Devi Bhagavatha, Mysore was under the rule of the demon King Mahishasura, depicted as a buffalo-headed monster. Responding to the pleas of the devas to save them from this demon, Devi incarnated as Chamundeshwari and ultimately defeated Mahishasura atop the Chamundi Hill near Mysore. This hill and the city itself were named after Chamundi Hill and Mysore, respectively. The Chamundeshwari temple on the hill is an ancient Peetha and holds great reverence, especially among the Mysore royals. The picture is that of Mahisha in front of Chamundi Temple at Mysore. Source: Lewis Rice, Mysore mysore.nic.in. Picture Credit: Deepti Deshpande. Wikimedia Commons."
394,Which Shakti Peetha in Maharashtra is revered as the family deity of Chatrapati Shivaji?,"Tuljapur Bhavani is the family deity of Chatrapati Shivaji. It faced adversities from his enemies as a result. Afzal Khan encamped in Tuljapur, broke the deity into pieces and reduced it to powder. Legend has it that Afzal Khan received a curse for these actions and was subsequently killed by Shivaji. Shivaji is said to have undertaken the task of rebuilding the temple. The temple has four gates, with two of them named after Shivaji's parents and one dedicated to Shivaji himself._x000D_ _x000D_ Tuljapur is mentioned as one of the four Adipithas, with the name Puranagiri. The historical records of the temple date back to as early as 1204 CE. The tradition of Tuljapur Bhavani as the Kulaswamini was continued by the Bhonsales and Peshwas._x000D_ _x000D_ The Tuljapur deity is believed to go into nidra (rest) for eighteen days each year, divided into three periods. Darshan continues but rituals are temporarily suspended. Additionally, it is believed that Parvati once appeared in front of Rama near Tuljapur in a playful manner._x000D_ _x000D_ Source: Bhavans. Temples and Legends of Maharashtra_x000D_ Swarajya_x000D_ _x000D_ Picture Credit: Wikimedia Commons"
395,"Kalidasa, whose name means ""Servant of Kali,"" found inspiration from which Shakti Peetha?","Kalidasa drew inspiration from the Shakti Peetha known as Sri Gadhakalika Devi in Ujjain. This particular Peetha has historical associations with great rulers from the past, such as Emperor Harshavardhan._x000D_ _x000D_ Devi is venerated at this Peetha in the form of a married lady. Notably, a distinctive ritual at this temple involves devotees drawing a reverse Swastika when making their wishes. Once their wishes are fulfilled, they return to the temple to draw the correct Swastika as an act of devotion and gratitude._x000D_ _x000D_ Source: Ujjain. K.B. Dongray_x000D_ dhar.nic.in_x000D_ sanatan.org._x000D_ _x000D_ Picture Credit: Vikas Singh, TripAdvisor"
396,Which Shakti Peetha is southernmost and is believed to be the protector of Bharatvarsha?,"Kanyakumari stands as the southernmost Shakti Peetha. While there is a Maha Shakti Peetha in Trinconamalee, Sri Lanka, it is situated to the north of Kanyakumari. Attukkal is known for hosting the largest gathering of women devotees but is not a recognized Shakti Peetha. Kanyakumari holds special significance because the ""Virgin Goddess"" is believed to protect the entirety of Bharatvarsha (India). According to legend, the demon Bana could only be vanquished by a virgin. Responding to the plea of the Devas, Devi incarnated as a virgin girl to slay Bana. She became betrothed to Shiva, who resided in the vicinity at Suchindram. In an attempt to prevent Devi from leaving Kanyakumari, Narada, acting on behalf of the Devas, deceived Shiva by convincing him that the time for their marriage had passed. As a result, Shiva turned back. Devi, disheartened but resolute, cast the wedding feast into the sea but remained in Kanyakumari. She successfully defeated Bana and continued to safeguard the land. It is believed that the feast she discarded into the sea caused the confluence of the Bay of Bengal, Arabian Sea, and the Indian Ocean to display three distinct colors. Source: Diana Eck, India : A Sacred Geography Picture Credit: Anantharaman. K. Google Photos"
397,"Hinglaj Devi is the westernmost Shakti Peetha, located in Balochistan. Who is believed to have visited this site to atone for a sin?","Hinglaj Devi in Balochistan stands as the westernmost Shaktipeetha. The Hinglaj Mata Yatra has a documented history dating back to at least the 14th century. To this day, an estimated 250,000 people participate in the Hinglaj Mata Yatra, serving as a unifying event for the small Hindu community in Pakistan. The shrine itself is a natural cave with a vermilion-smeared stone representing Devi. Yatris (pilgrims) also ascend the nearby Chandragup and Khandewari mud volcanoes, which are considered sacred. Rama embarked on a Yatra to Hinglaj, as it was believed that only she could absolve his sin of killing Ravana, who was a Brahmin. Accompanied by his entire army, Rama's progress was halted at a mountain pass. Devi instructed that he must approach not as a triumphant king but as a humble worshipper. Following this guidance, Rama proceeded with only Sita, Lakshmana, Hanuman, and Ganesha to worship Devi and seek forgiveness for his sins. Source: National Geographic Diana Eck, India : A Sacred Geography Picture Credit: National Geographic"
398,The Char Dhams mark the geographical edges of modern-day India. Which of the four Dhams also has a Shakti Peeth?,"At the renowned Jagannath temple in Puri, Odisha, the ancient temple for Devi Vimala is recognized as a Shakti Peeth. Historians suggest that Her peetha existed long before the site became a center of Krishna worship. Despite the massive presence of the Jagannath temple today, Devi Vimala's ancient status is still acknowledged. As a tribute to her, Prasad is offered to Devi Vimala before it is distributed to devotees as Mahaprasad. The temple also features the unique practice of worshipping Durga and Madhav together during the two Navaratris. Notably, it is believed that a goat sacrifice is also performed for Vimala, which is an uncommon practice in a Vaishnavite temple. Source: Orissa Review"
399,"This Shakti Peeth is among the 18 Maha Shakti Peethas, is the northernmost, and was once a great university. Which is it?","The Sharada Pith is mentioned in tantric texts, Kalhana's history of Kashmir, and in Alberuni's account. All of these references date back to the 10th-11th century CE. This Shakti Peeth, now located in Pakistan-occupied Kashmir (POK), was not only a sacred site but also home to a university that accommodated 5,000 scholars._x000D_ _x000D_ Between the 6th and 12th centuries CE, it was among India's most prominent temple universities and was renowned for its vast library. Scholars from distant places would travel to access its invaluable texts. The Sharada script, which was popularized by the university, eventually became synonymous with the Sharada Pitha._x000D_ _x000D_ The region of Kashmir, where Sharada Pitha is situated, was historically referred to as ""Sharada Desh.""_x000D_ _x000D_ Source: DC Sircar, The Shakta Pithas_x000D_ _x000D_ Picture Credit: Umar Jamshaid. Wikimedia Commons"
400,This is possibly the easternmost Shakti Peeth. Where is it located?,"The Nartiang temple is believed to have been constructed in the 16th century by a Jaintia king when he converted to Hinduism. To this day, Durga Puja is celebrated at Nartiang following Bengali rituals. It is said that human sacrifices took place at this temple in ancient times. The temple priests in Nartiang were brought from Maharashtra in the late 14th century. They were recruited because local Brahmin priests refused to perform animal or human sacrifices. Remarkably, even today, the 29th generation of these priests, known as Deshmukhs, continues to oversee the temple's rituals. The residents of Nartiang carried water from the local rivers, Myntdu and Myntang, as well as local soil for the Ayodhya Bhumi Pooja. Their act is a reminder that the cultural heart and geographical boundaries of Bharat are united; and Shakti Peethas are the markers of that unity. Source: Pyngrope, Bathsheba Goswami, PhD Dissertation Swarajya Magazine Picture Credit: IndiaDivine.Org"
401,This Shakti Peeth is not only sacred but also a beloved tourist destination. Which is it?,"The eyes of Devi fell at Nainital, specifically at a location now known as Smuggler’s Rock. Devi Narayani is believed to have emerged from the area and resided in a cave before descending into the lake. Nainital derives its name from the ""eye"" of Shakti, referring to her divine gaze, and the lake itself. When the British discovered Nainital in 1841, they realized the lake's sacred significance to the hill people. The locals vehemently denied the existence of the lake and took measures to prevent its pollution by Europeans. Source: J. M. Clay, Nainital Naintal Gazetteer Picture Credit: Uttarakhand Tourism"
107,Devi worship in India has deep antiquity. Which great Buddhist emperor of India claimed that his kingship came from Nana (a form of Devi) and all gods?,"_x000D_ Kanishka ruled over North West India upto Mathura, Afghanistan & parts of Central Asia in 1st/2nd CE. In his Rabatak inscription in Afghanistan, he invokes Nana and mentions that the kingship is derived from Nana. Nana is a bactrian female divinity and is shown, like Durga, seated on a lion. The Rig Veda uses Nana as one of the names of the Goddess. The ancient Sogdians from central Asia called the Mother Goddess Nana Devi Amba. Amba is a commonly used name for the Devi even today. Ambala, the town in Haryana takes its name from Devi Amba. _x000D_ Source: When Devi Comes home. Bibek Debroy and Anuradha Goyal. _x000D_ Picture Credit: WikiCommons _x000D_"
