snippet_key,hook,explanation
49,This temple marks the spot where Lord Shiva hid from Pandavas as they sought him out after the Kurukshetra war. Which location is this?,"Guptkashi is considered as a very sacred site. After the Kurukshetra war, Pandavas wanted to atone for the sins committed during the war. They sought Shiva who was not willing to meet them and disappeared from Kashi. Pandavas pursued him to Guptkashi where he was hiding as a Nandi. When Pandavas recognised the Nandi it disappeared and went into the ground. Guptkashi is set high above the banks of the Mandakini river on the way to Kedarnath."
50,This is one of the famous temples of Lord Krishna in India. Where is this temple?,"The deity in Guruvayoor is Lord Mahavishnu, in the form of Krishnavatara. (No Suggestions) is called as the Dwarka of the south, as the original image is believed to be from Dwarka. When Dwarka was submerged, Guru and Vayu were tasked by Krishna to install the deity in a spot equally holy and eventually located Guruvayoor. It is extremely popular for Annaprasana, where infants are fed their first solid meal. The temple has elaborate rituals throughout the day and is one of the most visited temples of South India."
51,This Nandi is one among the most beautifully carved Nandis in India. The temple that houses the Nandi is famous for exquisite sandstone sculptures. Which temple is this?,"The Hoysala era is one that contributed enormously to the development of several creative fields as well as spiritual and humanistic thought. During their reign, the Hoysalas built more than 1500 temples all across their empire of which only a little over 100 survive today. The Hoysaleshwara temple at Halebidu is the most exemplary architectural ensemble of the Hoysalas extant today. Built in 1121CE during the reign of the Hoysala King, Vishnuvardhana Hoysaleshwara. The temple is dedicated to Shiva. More sculpturally and artistically sophisticated than any other Hoysala temple, the Hoysaleshwara temple is most well-known for the more than 240 wall sculptures that run all along the outer wall. Invaders from North India finally succeeded in pillaging the city in 1310."
52,Along which river is this gathering taking place?,This is the Ganga Aarti at Har Ki Pauri. Haridwar is one of the holiest pilgrimage destinations in India. It is considered as the gateway to the land of Vishnu as well as Shiva. The Ganga levels out into plains at Haridwar and thus it is also called Gangadwara. Haridwar is one of the locations of Kumbh and is also considered one among the seven locations that give Moksha.
53,"This circular temples houses 64 deities of Yoginis along its circle inner wall. This is a rare architectural form of an Indian temple. Though heavily defaced, the deities are fine examples of stone sculpture. Near which city are you likely to find this Chausat Yogini temple?","The Yogini temples are form of temples believed to belong to the Tantric sect. These are rare temples in India. The Hirapur temple was discovered only in 1953 though it is very near Bhubaneswar. Generally in circular form, the Yogini temples are called Chausat Yogini temples due to 64 Yoginis installed in some of them, though others have varying numbers such as 81 or 42. The Hirapur temple sculptures are exquisite in spite of having been damaged. It is on the outskirts of Bhubaneswar."
54,"In this temple in Tamil Nadu, Krishna is worshipped in his cowherd form. The deity poses with a cow. Which city is this?","The Rajagopala Swamy temple in Mannargudi is about 1000 years old and went through major expansion during the Nayak period in 17th century. The temple takes its name from the deity Rajagopala who is depicted holding a whip in the right hand and leaning on a cow with the left hand. The deity is considered as one of the most beautiful bronze sculptures of India. The temple has a 154 feet high, 11 tiered Gopuram and has seven enclosures. The temple tank covers an area of 25 acres and is considered one of the largest in India."
25,"In this temple, Shiva takes the form of a physician and cures devotees of ill health. It is one among the most beautiful hill temples of Shiva. Which temple is this?","Baijnath in Himachal Pradesh is set against the backdrop of Dauladhar mountains. It is a stone temple built in 1204 at a site where worship was already being practiced. It is built in the Nagara style of temple architecture. It has wonderful carvings on the periphery and two delightful balconies on either side of the main temple. It is close to Dharamshala, the paragliding hotspot of Bir Biling and the tea gardens of Palampur."
26,This group of miniature temples were in decrepit state. These were painstakingly rehabilitated by ASI. About half of the original temples have been restored. Where is this complex?,"The Bateshwar temples are a cluster of almost 200 mini grandeurs made of sandstone, devoted to lords Shiva and Vishnu. Spread over 25 acres, these shrines were built across slanted hills near Padavali. The temples were constructed in the 8th to 10th century AD probably during the Gurjara-Pratihara Dynasty. The complex was dilapidated. About 60 temples were restored by Padmashri K.K Muhammed of ASI beginning in the year 2005."
27,This temple has a characteristic architectural style and is considered to have some of the finest soapstone temple sculptures in India. Which temple is this?,"The Hoysala era is one that contributed enormously to the development of several creative fields as well as spiritual and humanistic thought. During their reign, the Hoysalas built more than 1500 temples all across their empire of which only a little over 100 survive today. Belur was the first capital city of the Hoysalas. The Chennakeshava temple complex was at the centre of the old walled town located on the banks of the Yagachi River. Construction of the temple commenced in 1117 AD and took a 103 years to complete. A total of 118 stone inscriptions have been recovered from the temple complex. The Chennakeshava temple was devoted to Vishnu. The richly sculptured exterior of the temple includes sculptures and iconography and horizontal friezes that depict scenes from daily life, music, and dance, and narrate scenes from the life of Vishnu and his reincarnations and the epics, Ramayana, and Mahabharata. However, some of the representations of Shiva are also included. Consecrated on a sacred site, the temple has remained continuously worshipped since its establishment and remains until today as a site of pilgrimage for Vaishnavites."
28,This tank is historically linked to Ramayana. It can be found amidst the city centre in a major Indian city; and is in stark contrast to its surroundings. Which city is this?,Lord Rama is supposed to have shot an arrow into the ground to make Ganga spring forth. Banganga was also the location of the hermitage of Sage Gautam. He advised Lord Rama to worship Lord Shiva to get back his wife. Accordingly Lord Rama made a shivling from the sand (Valuka in Sanskrit) and so the word Walkeshwar Mahadev of the Walkeshwar temple.
29,This temple has a characteristic architectural style and is considered to have some of the finest soapstone temple sculptures in India. Which temple is this?,"The Hoysala era is one that contributed enormously to the development of several creative fields as well as spiritual and humanistic thought. During their reign, the Hoysalas built more than 1500 temples all across their empire of which only a little over 100 survive today. Belur was the first capital city of the Hoysalas. The Chennakeshava temple complex was at the centre of the old walled town located on the banks of the Yagachi River. Construction of the temple commenced in 1117 AD and took a 103 years to complete. A total of 118 stone inscriptions have been recovered from the temple complex. The Chennakeshava temple was devoted to Vishnu. The richly sculptured exterior of the temple includes sculptures and iconography and horizontal friezes that depict scenes from daily life, music, and dance, and narrate scenes from the life of Vishnu and his reincarnations and the epics, Ramayana, and Mahabharata. However, some of the representations of Shiva are also included. Consecrated on a sacred site, the temple has remained continuously worshipped since its establishment and remains until today as a site of pilgrimage for Vaishnavites."
30,This temple complex is in a remote location in India. It houses 84 deities in an open air temple complex. It is considered more than 1200 years old. Which place is this?,"Bharmour is surrounded by 16,000 feet high mountains on three sides. It is set deep within Chamba district of Himachal Pradesh and is one of the remotest locations of India. The Chaurasi temple complex at Bharmour is at a remarkable setting, open on five sides. It is a collection of temples, 84, believed to represent Lord Shiva’s 84 companions on his journey to Manimahesh. Many temples are tiny and many deities share a common space. The central temple of Manimahesh stands alongside a deodhar tree, almost double its height. The present temple structure is atleast 1100 years old."
31,This temple is one of the most well known temples of India. It is also a World Heritage Site where traditional worship is still practiced. Which temple is this?,"The Big Temple or the Brahadeeswara Temple is the grandest architectural achievement of the Chola dynasty of Tamil Nadu. The temple was consecrated in the year 1010 by Rajaraja I, the most prominent of the Chola kings. It is built entirely of granite and the Vimana of the temple consists of 13 storeys and is 66 mts tall. The Linga continues to be under worship and is 4 mts tall."
32,This temple is at a hilltop near a tourist destination. It has a very interesting and unique legend. Which temple is this?,"The Bijli Mahadev temple is situated at the edge of a cliff overlooking the confluence of the rivers Beas and Parvati. It is regularly struck by lightning breaking the Shiv Ling, which is then put together by application of ghee. The name Bijli Mahadev is a result of these events. A tall staff with a metallic tip serves as a lightning attraction. There are signs warning the visitors not to touch the staff. It is a short trek from the road head approachable from Kullu."
33,Nandi is one of the major architectural features of Shaivite temples. This Nandi in granite is considered as one of the largest monolith Nandis of India. Near which temple is this Nandi?,"The Nandi at Chamundeswari is about 16 feet in height and 24 feet long and is the third largest in India. It is not a part of the temple complex but is in its vicinity. The Nandi is more than 350 years old and was built by the then Maharaja of Mysore.Originally white in colour, repeated offering of oil and its oxidation resulted in the Nandi looking pitch black. The Nandi was cleaned by the ASI and was restored to its original white colour recently."
34,"Shiva is worshipped in this temple in his dancing form. Also, this temple is one among the five temples in this region dedicated to each element of the universe, this being dedicated to Space. Which temple is this?","The Chidambaram Nataraja temple in Tamil Nadu is about thousand years old and has been continuously restored, expanded and renovated. The deity is a rare representation of Shiva in his dancing form, and not as a traditional Linga. The temple is also renowned for its representation of the 108 poses of Bharatanatyam in sculpture and for the Malabar style Vimana. The temple is also one of the five Shiva temples in south India which represent the five elements of the Universe. Chidambaram represents space. The other four temples of the group represent water, fire, air and earth."
35,"This temple is called Curfew Wali Mata mandir since prior to the construction of the temple, the site was in dispute and clashes used to occur frequently. Local curfew was a regular feature. In which Indian city is this temple?","The temple site was a location for Navratri celebration and devotees used to worship Durga on a temporary platform. When a decision was taken to build a permanent temple, disputes arose and the local Government imposed curfew in the area. The movement to build a temple continued and eventually the temple was built and consecrated amidst curfew. The locals named the temple Curfew Wali Mata Mandir and the name continues till date. The temple, though small, is very popular and there is a steady stream of worshippers at all times."
36,"This temple is grand in sculpture. With two other more popular temples, this temple forms a trio of World Heritage sites in India. Where is this temple located?","Darasuram is a small settlement on the outskirts of Kumbakonam. It is just 34 kms from the Big Temple at Tanjore. The Airavateshvara temple is considered one of the finest monument of the Chola era. Though not of the same size as the Big Temple, the Darasuram temple is famous for its fine sculptures. The temple was conceived in the form of a chariot. Prancing horses pulling wheels are carved on the basement."
37,This is one of the five Prayags or confluences that are located along the course of Ganga in Uttarakhand. This is where Ganga forms first. Which is this Prayag?,"Devprayag is the first Prayag from Rishikesh on the way to Badrinath. At Devprayag, Alaknanda and Baghirathi merge to form Ganga. A temple of Raghunathji is at the confluence and is believed to be under worship for 2000 years."
38,This is one of the five Prayags or confluences that are located along the course of Ganga in Uttarakhand. Which is this Prayag?,"Karnaprayag is where Karna meditated and worshipped the Sun God, his father. He is also believed to be cremated here. Karnaprayag connects the two distinct regions of Uttarakhand - Garhwal and Kumaon. Here the Pindar river joins Alaknanda."
39,This is one of the five Prayags or confluences that are located along the course of Ganga in Uttarakhand. Which is this Prayag?,Vishnuprayag is the last Prayag before Badrinath. Dhauliganga joins Alaknanda at this secluded confluence. There is no permanent settlement. Vishnuprayag is believed to mark the place where Narada prayed to Vishnu and was released from his human form.
40,This is one of the five Prayags or confluences that are located along the course of Ganga in Uttarakhand. Which is this Prayag?,"Nandaprayag marks the confluence of Nandakini with Alaknanda. It is the fourth prayag on the way to Badrinath from Rishikesh. Unlike other Prayags, the two rivers flow gentle and wide, the confluence is broader."
41,This monastery complex is one of the oldest in India. It is located on a cliff and overlooks a spectacular river confluence in Spiti region in Himachal Pradesh. Which is this monastery?,"The Dhankar monastery is on a mud cliff, all sides and edges ragged by raging winds. Dhankar has a monastery and a fort. They overlook the spectacular and broad confluence of two great rivers, Pin and Spiti, which eventually become the Sutlej. The Dhankar fort has at least three separate structures. In each structure there are chambers one above the other. Several windows look out into the Spiti valley and the confluence of the rivers."
42,This stupa is new. However the location marks one of the oldest historical sites of India. Which location is this?,"The first Walkeshwar Temple was constructed in 1127 AD by a GSB minister, Lakshman Prabhu, in the court of Shilahar Kings in Thane. It was reconstructed by the then famous Rama Kamati in 1715 AD."
43,The Char Dhams of Himalayas are a major pilgrimage route. Which of the Char Dhams of Himalayas is this temple?,"Originally Char Dham Yatra referred to Badrinath, Puri, Dwarka and Rameswaram. The Char Dham Yatra of Himalayas is referred to as the Chota Char Dham Yatra. It covers Gangotri and Yamunotri, the farthest points of access to the rivers, Kedarnath and Badrinath. Gangotri and Badrinath have a motorable road, while Yamunotri and Kedarnath require a trek."
44,This festival is one of the most vivid and public festivals of India. In which are you likely to find this sight?,The Ganpati festival is one of the most public celebrations in India. Ganpati is welcomed to households; and to neighbourhoods. Some deities are small and made of clay while giant Ganpatis are made out of plaster of paris. The deities are worshipped for several days starting Vinayak Chaturthi and then immersed in lakes or in the Sea. The last day of immersion is ten days after Vinayak Chaturthi.
469,Nataraja is the famous dancing form of Shiva. Which of these towns has a famous Nataraja temple?,"_x000D_ _x000D_ Nataraja is the most aesthetic form of Shiva, blending force and grace. According to Hindu belief, all life is a part of the great rhythmic process of creation and destruction. Shiva''s dance symbolizes the eternal life-death rhythm going on in an endless cycle._x000D_ _x000D_ Shiva is the presiding deity of Bharatanatya, the art and science of dancing. He has danced all the hundred and eight kinds of dances the Bharatanatya talks about._x000D_ _x000D_ The most famous temple for Nataraja is in Chidambaram. Beautiful deities of Nataraja are also seen near Kancheepuram. Several temples in Tamil Nadu have a shrine dedicated to Nataraja._x000D_ _x000D_ This bronze sculpture is in Chennai Egmore museum. It is set against an artificial backdrop of the cosmos._x000D_ _x000D_ Picture Credit: SR Ramanujam"
470,"As Kalasamharamurti, Shiva stopped Yama from claiming his devotee's life. Whose life was it?","_x000D_ _x000D_ _x000D_ _x000D_ Sage Mrikandu and his wife Maruthavathi were blessed with a Son by Shiva. But there was a condition. The son would be bad and live long (or) he would be brilliant with only 16 years of life. They preferred a brilliant Son and Shiva fulfilled their desire. Markandeya was born to them._x000D_ _x000D_ Markandeya grew up as a wise Son and became a votary of Shiva. As he reached 16 years of age, he wished to worship Shiva in a temple. His parents agreed. As Markandeya was praying, Yama threw his noose around his neck. Markandeya hugged the Shiva Linga but Yama would not let go. He claimed Markandeya's life as he had already lived the 16 years he was destined for. At this instant, Shiva emerged from the Linga as Kalasamharamurti. Shiva knocked down Yama. The life of Markandeya was saved._x000D_ _x000D_ Tirukadaiyur in Tamil Nadu has the famous deity of Kalasamharamurti. Markandeya is believed to have visited Tirukadaiyur. The fiery third eye is well marked in the deity here._x000D_ _x000D_ This is Kalasamharamurti in Nanjangud, Karnataka._x000D_ _x000D_ Picture Credit: Ugra Twitter"
471,Bhairava emerged from Shiva to slay Andhaka. From where did Bhairava emerge?,"_x000D_ Bhairava is endowed with projecting tusks and protruding eyes. He commands awe and veneration instilling a sense of fear. He is adored as the guardian deity of settlements. He carries a Damaru, an Ankusa and a skull. The dog accompanies him as Vahana. He is glorified as Kshetrapala (Protector of Earth). He sports matted lock of scarlet color and is adorned with garlands of snakes and skulls._x000D_ _x000D_ Andhaka was the son of Hiranyaksha who was a votary of Shiva. With his invincible might and power granted by Shiva, he started oppressing and harassing the celestials. Unable to bear the unending atrocities, the celestials prayed to Shiva for help. Provoked by the insolence of Andhaka, Shiva opened his third eye. From the flames of the third eye Bhairava emerged with projecting tusks and protruding eyes accompanied by a horrifying hunting sound._x000D_ _x000D_ Bhairava and Andhaka engaged in a fierce battle. Bhairava pounced on Andhaka and plunged his trident into his head. At the time of death, Andhaka realized his heinous acts and repented them. Lord Shiva revived his life and also took him up as the chief of his retinue._x000D_ _x000D_ There are eight forms of Bhairava in the city of Kashi itself. Bhairava is very popular in Karnataka and Andhra Pradesh also._x000D_ _x000D_ This is Bhairava guarding Sringeri in Karnataka._x000D_ _x000D_ Picture Credit: Sringeri Mutt"
472,The legend of Veerabhadra resulted in a group of sacred tirthas in India. Which group is it?,"_x000D_ _x000D_ Daksha was the Son of Brahma. His daughter Sati was married to Shiva, Rudra. Daksha was performing a great yagna lasting many many years. Daksha felt offended as Rudra did not pay respects to him during the yagna. Since then Rudra and Daksha were not in good terms. Daksha continued the Yagna._x000D_ _x000D_ As the Yagna was nearing culmination, several Devas were headed there. Sati heard about this and wished to go to her father's house. She told Rudra that the rightful place for a daughter then is to be at her father's place. Rudra advised her against going citing that Daksha would not respect her. Sati did not pay heed and went to the Yagna without Rudra._x000D_ _x000D_ As predicted by Rudra, Sati was humiliated at the Yagna. Unable to bear this, she gave up her life in the Yagna. Rudra became ferocious on hearing this news. He took the form of Veerabhadra. His head touched the skies. His three eyes resembled three suns. He wore a garland of skulls. He reduced the place of Yagna to ashes. He then beheaded Daksha._x000D_ _x000D_ He picked up the body of Sati and started Tandava, the dance of destruction. Frightened by the Tandava the Devas pleaded to Vishnu to stop the destruction. Vishnu cut off the body of Sati into several parts with his Sudarshana Chakra so that Rudra would eventually stop the Tandava. The body parts of Sati fell into 51 sacred tirthas all over India which are called Shakti Peeths._x000D_ _x000D_ The site of Yagna is in Kankhal close to Haridwar in Uttarakhand. The picture is of the Daksheshwara temple in Kankhal._x000D_ _x000D_ Picture Credit: SR Ramanujam"
473,Who does Shiva defeat in his form as Gajasamharamurti?,"_x000D_ _x000D_ The sages of Dharukavana were conceited. They thought Karma is everything and there is no need for God. They were also infuriated with Shiva as he distracted their wives. They performed a sacrifice known as Abhichara Yagna. They raised a huge and disastrous fire swearing vengeance on Shiva. Several ghosts, demons, snakes and monstrous animals came forth from the fire. A mighty and monstrous elephant emerged from the fire followed by snakes, a terrifying tiger and wild antelope. This was followed by a demon._x000D_ _x000D_ As a Yogi, Shiva was calm and collected. As the elephant charged at him, he assumed a miniature form and entered the body of the elephant. Shiva then tore open the body of the elephant and reappeared. He stood on the head of the animal and held its skin in his hands. He adorned other creatures as ornaments and snakes as garlands. He subdued the demons. The form of Shiva as Gajasamharamurti depicts his tearing the monstrous elephant and wearing its hide as his attire._x000D_ _x000D_ Sankaracharya admires Gajasamharamurti in his Sivananda Lahari. He compares the human mind with a wild elephant running amok. It has to be tamed like a mahout does. This great truth is symbolically shown in the form of Gajasamharamurti._x000D_ _x000D_ This sculpture is in Belur, Karnataka_x000D_ _x000D_ Picture Credit: BY SA Wikimedia Commons"
474,Shiva absorbs the fury of Ganga as she flows down in deference to his devotee's wishes. Who was the devotee?,"_x000D_ _x000D_ Gangadhara is associated with the perseverance of Bhagiratha. Siva is depicted bearing and sustaining the furious torrents of the river Ganga, as she descends from heaven to grace Bhagiratha._x000D_ _x000D_ Bhagiratha's sixty thousand ancestors had wrongly accused that Sage Kapila had stolen their father's horse. Therefore they were burnt to ashes by Sage Kapila. The ancestors would attain redemption only when Gangaji washed their ashes. Bhagiratha did penance to bring Ganga to earth._x000D_ _x000D_ Even though Bhagiratha managed to convince Ganga to come to earth, someone had to stop the fury of Ganga as she descends from heaven. So Bhagiratha prayed to Shiva and convinced him to absorb the fury of Gangaji. As Gangadhara, Shiva stood astride with his feet firmly on the ground. He untied his plait of hair and loosened it so as to bear the mighty torrents of Ganga._x000D_ _x000D_ Bhagiratha's troubles were not over yet. Gangaji had inundated the hermitage of Sage Janhu who then swallowed all the flow of Ganga. Bhagiratha then begged forgiveness from Sage Janhu who then let out Gangaji through his ears. She would eventually reach the ashram of Sage Kapila and wash the ashes of Bhagiratha's ancestors._x000D_ _x000D_ Bhagiratha thus stands as a symbol of perseverance. He is endowed with courage, confidence, determination, endurance, tenacity of purpose, holy mission and a holy vision. He is a hero bearing an exemplary character to be emulated by everyone on earth._x000D_ _x000D_ This is in Elephanta island off Mumbai._x000D_ _x000D_ Picture Credit: Rangan Datta"
475,Sage Bringi refused to worship Shakti and this gave rise to a well known form of Shiva. What is this form?,_x000D_ _x000D_ Ardhanariswara represents the blending of force and grace that contributes to the creation of life. They are complementary and not contradictory._x000D_ _x000D_ The beetle is connected to the origin of Ardhanariswara. Once a sage was very devoted to worshipping Shiva. He was so devoted that he refused to worship Shakti. Shiva wanted to correct his views and show that both him and Shakti are one only. He made Shakti sit very close to him so that the sage has to worship both. But the sage outwitted Shiva by taking the form of a beetle (Bringa) and entering through the small gap between Shiva and Shakti._x000D_ _x000D_ Shiva then shared his body with Shakti. The sage now realized that Shiva and Shakti are one only. He begged forgiveness. Shiva and Shakti welcomed him to Kailasa. Since the sage took the form of Bringa (beetle) he came to be called Bringi._x000D_ _x000D_ This beautiful bronze deity is in Chennai Egmore museum._x000D_ _x000D_ Picture Credit: SR Ramanujam
476,Somaskanda is a form of Shiva with an attendant deity. Who is this deity?,"_x000D_ _x000D_ Shiva, Parvati and Skanda (Subramanya) are worshipped as Somaskanda. Skanda stands between the divine mother and divine father._x000D_ _x000D_ Surapadma was once creating terror in Devaloka. The devas approached Shiva and sought help. Shiva agreed to help them. He then fell into a trance. During the trance his third eye opened and six sparks sprang forth. They were carried by Vayu to Saravana Poigai (divine waters). They were transformed into babies. Uma and Shiva came to Saravana Poigai. Uma clasped the babies to her bosom. All the babies became united by her divine touch. Uma placed the baby, Skanda between her and Shiva. Skanda would kill the entire group of Surapadma._x000D_ _x000D_ This beautiful Somaskanda deity is in Salar Jung museum in Hyderabad._x000D_ _x000D_ Picture Credit: Saiiko Wikimedia Commons"
477,Dakshinamurti is a very pleasing manifestation of Shiva. What does Shiva represent in this form?,"_x000D_ _x000D_ Once when Vishnu was sleeping, four sages demanded entry into Vaikunta. The dwara palakas refused entry. The upset sages cursed the dwara palakas. They were to take birth a hundred times in earth and only then come back to Vaikunta._x000D_ _x000D_ Vishnu woke up and forgave the dwarapalakas and declared that they had to be reborn only thrice. Vishnu was also upset that the learned sages could not control their emotion and ego. He said, ""You have betrayed yourselves by losing your temper. You will hasten to earth and take refuge at the feet of Dakshinamurti, the mighty conqueror of senses and the very symbol of knowledge and wisdom.""_x000D_ _x000D_ The sages reached the hermitage of Dakshinamurti on earth. He guided them into the knowledge of self. Control of senses is an incidental learning in the knowledge of self._x000D_ _x000D_ The deity of Dakshinamurti is enshrined in Shiva temples in the prahara facing south. Dakshinamurti is represented as a handsome youth seated beneath a banyan tree and preaching to the aged sages. His right leg is dangling down vertically and is placed on the demon Apasmara. His left leg is bent across the right thigh. He has four hands. The rear ones hold a snake and a trident. The right fore arm is in the form of Chinmudra. It represents Jiva and Brahman. The left forehand holds palm leaves._x000D_ _x000D_ Dakshinamurti has a pleasing personality. He exudes calm and peace. The Great Teacher enlightens the sages by Divine Silence. Silence is more eloquent than speech._x000D_ _x000D_ Picture Credit: Srinivasan GS Flickr"
